,CourseCode,Section,CourseTitle,CourseTags,Prerequisites,CourseCluster,InstructionalFormat
44,BIO 102,01L,Biology and the Environment,"GER - CORE :: NWL - Natural World with Lab (meets requirements for BA/BM only), GER - Global Awareness :: NE (Humans and the Natural Environment), IDS :: Environmental Studies",No BIO 101 Equivalencies,empty,Laboratory
45,BIO 111,01,Foundations of Biology,"GER - CORE :: NWL - Natural World with Lab (meets requirement for BS and all other degree types), IDS :: Neuroscience",empty,BIO 111-01L - Foundations of Biology,Lecture
46,BIO 111,01L,Foundations of Biology,"GER - CORE :: NWL - Natural World with Lab (meets requirement for BS and all other degree types), IDS :: Neuroscience",empty,BIO 111-01 - Foundations of Biology,Laboratory
47,BIO 111,02,Foundations of Biology,"GER - CORE :: NWL - Natural World with Lab (meets requirement for BS and all other degree types), IDS :: Neuroscience",empty,BIO 111-02L - Foundations of Biology,Lecture
48,BIO 111,02L,Foundations of Biology,"GER - CORE :: NWL - Natural World with Lab (meets requirement for BS and all other degree types), IDS :: Neuroscience",empty,BIO 111-02 - Foundations of Biology,Laboratory
49,BIO 111,03,Foundations of Biology,"GER - CORE :: NWL - Natural World with Lab (meets requirement for BS and all other degree types), IDS :: Neuroscience",empty,BIO 111-03L - Foundations of Biology,Lecture
50,BIO 111,03L,Foundations of Biology,"GER - CORE :: NWL - Natural World with Lab (meets requirement for BS and all other degree types), IDS :: Neuroscience",empty,BIO 111-03 - Foundations of Biology,Laboratory
51,BIO 111,04,Foundations of Biology,"GER - CORE :: NWL - Natural World with Lab (meets requirement for BS and all other degree types), IDS :: Neuroscience",empty,BIO 111-04L - Foundations of Biology,Lecture
52,BIO 111,04L,Foundations of Biology,"GER - CORE :: NWL - Natural World with Lab (meets requirement for BS and all other degree types), IDS :: Neuroscience",empty,BIO 111-04 - Foundations of Biology,Laboratory
53,BIO 210,01,Genetics,IDS :: Neuroscience,BIO 101 OR BIO 102 OR BIO 111,BIO 210-01L - Genetics,Lecture
54,BIO 210,01L,Genetics,IDS :: Neuroscience,BIO 101 OR BIO 102 OR BIO 111,BIO 210-01 - Genetics,Laboratory
55,BIO 210,02,Genetics,IDS :: Neuroscience,BIO 101 OR BIO 102 OR BIO 111,BIO 210-02L - Genetics,Lecture
56,BIO 210,02L,Genetics,IDS :: Neuroscience,BIO 101 OR BIO 102 OR BIO 111,BIO 210-02 - Genetics,Laboratory
57,BIO 210,03,Genetics,IDS :: Neuroscience,BIO 101 OR BIO 102 OR BIO 111,BIO 210-03L - Genetics,Lecture
58,BIO 210,03L,Genetics,IDS :: Neuroscience,BIO 101 OR BIO 102 OR BIO 111,BIO 210-03 - Genetics,Laboratory
59,BIO 210,04,Genetics,IDS :: Neuroscience,BIO 101 OR BIO 102 OR BIO 111,BIO 210-04L - Genetics,Lecture
60,BIO 210,04L,Genetics,IDS :: Neuroscience,BIO 101 OR BIO 102 OR BIO 111,BIO 210-04 - Genetics,Laboratory
61,BIO 222,01,Research and Analysis,"GER - Writing :: WR (Writing-Research Intensive), IDS :: Data Analytics, IDS :: Neuroscience",(1 FYW course) AND (1 Biology course),BIO 222-01L - Research and Analysis,Lecture
62,BIO 222,01L,Research and Analysis,"GER - Writing :: WR (Writing-Research Intensive), IDS :: Data Analytics, IDS :: Neuroscience",(1 FYW course) AND (1 Biology course),BIO 222-01 - Research and Analysis,Laboratory
63,BIO 222,02,Research and Analysis,"GER - Writing :: WR (Writing-Research Intensive), IDS :: Data Analytics, IDS :: Neuroscience",(1 FYW course) AND (1 Biology course),BIO 222-02L - Research and Analysis,Lecture
64,BIO 222,02L,Research and Analysis,"GER - Writing :: WR (Writing-Research Intensive), IDS :: Data Analytics, IDS :: Neuroscience",(1 FYW course) AND (1 Biology course),BIO 222-02 - Research and Analysis,Laboratory
65,BIO 230,01,Nature of Diversity,"GER - CORE :: NWL - Natural World with Lab (meets requirements for BA/BM only), GER - Global Awareness :: NE (Humans and the Natural Environment)",BIO 111 OR EES 112,empty,Lecture
66,BIO 230,01L,Nature of Diversity,"GER - CORE :: NWL - Natural World with Lab (meets requirements for BA/BM only), GER - Global Awareness :: NE (Humans and the Natural Environment)",BIO 111 OR EES 112,empty,Laboratory
67,BIO 301,01,Microbiology,empty,PRQ  - Department Chair Permission Required,empty,Lecture
68,BIO 301,01L,Microbiology,empty,PRQ  - Department Chair Permission Required,empty,Laboratory
69,BIO 303,01,Biochemistry of the Cell,IDS :: Neuroscience,PRQ  - Department Chair Permission Required,empty,Lecture
70,BIO 303,01L,Biochemistry of the Cell,IDS :: Neuroscience,PRQ  - Department Chair Permission Required,empty,Laboratory
71,BIO 322,01,Human Physiology,IDS :: Neuroscience,BIO 111 Foundations of Biology,empty,Lecture
72,BIO 322,01L,Human Physiology,IDS :: Neuroscience,BIO 111 Foundations of Biology,empty,Laboratory
73,BIO 330,01,Public Health Biology,"IDS :: Medicine, Health and Culture",BIO 222 AND (BIO 210 OR BIO 211 OR BIO 212 OR BIO 213 OR BIO 221),empty,Lecture
74,BIO 330,01L,Public Health Biology,"IDS :: Medicine, Health and Culture",BIO 222 AND (BIO 210 OR BIO 211 OR BIO 212 OR BIO 213 OR BIO 221),empty,Laboratory
75,BIO 343,01,Environmental Systems,"GER - Global Awareness :: NE (Humans and the Natural Environment), IDS :: Environmental Studies",BIO 111 OR CHM 110 OR EES 111 OR EES 112 OR EES 113 or EES 115,empty,Lecture
76,BIO 343,01L,Environmental Systems,"GER - Global Awareness :: NE (Humans and the Natural Environment), IDS :: Environmental Studies",BIO 111 OR CHM 110 OR EES 111 OR EES 112 OR EES 113 or EES 115,empty,Laboratory
77,BIO 400,01,Field Botany,empty,BIO 101 OR BIO 102 OR BIO 111,empty,Lecture
78,BIO 400,01L,Field Botany,empty,BIO 101 OR BIO 102 OR BIO 111,empty,Laboratory
79,BIO 431,01,Landscape Ecology and Conservation,empty,BIO 102 or BIO 111 or EES 112 or SUS 120,empty,Lecture
80,BIO 431,01L,Landscape Ecology and Conservation,empty,BIO 102 or BIO 111 or EES 112 or SUS 120,empty,Laboratory
81,BIO 475,01,Nutrition,empty,(BIO 210 OR BIO 211 OR BIO 212 OR BIO 213) AND BIO 222,BIO 475-01L - Nutrition,Lecture
82,BIO 475,01L,Nutrition,empty,(BIO 210 OR BIO 211 OR BIO 212 OR BIO 213) AND BIO 222,BIO 475-01 - Nutrition,Laboratory
83,BIO 502,01,Research,empty,Instructor permission required,empty,Independent Study
84,BIO 502,02,Research,empty,Instructor permission required,empty,Independent Study
85,BIO 502,03,Research,empty,Instructor permission required,empty,Independent Study
86,BIO 502,04,Research,empty,Instructor permission required,empty,Independent Study
87,BIO 502,05,Research,empty,Instructor permission required,empty,Independent Study
88,BIO 502,06,Research,empty,Instructor permission required,empty,Independent Study
89,BIO 502,07,Research,empty,Instructor permission required,empty,Independent Study
90,BIO 502,08,Research,empty,Instructor permission required,empty,Independent Study
91,BIO 502,09,Research,empty,Instructor permission required,empty,Independent Study
92,BIO 503,01,Individualized Internship,empty,Instructor permission required,empty,Independent Study
93,BIO 503,02,Individualized Internship,empty,Instructor permission required,empty,Independent Study
94,BIO 503,03,Individualized Internship,empty,Instructor permission required,empty,Independent Study
95,BIO 509,01,Experience in Research,empty,Instructor permission required,empty,Independent Study
96,BIO 509,02,Experience in Research,empty,Instructor permission required,empty,Independent Study
97,BUS 230,01,Introduction to Data Analysis,IDS :: Data Analytics,ECN 111 AND Declared Accounting or Business Administration Major or Data Analytics Minor only,empty,Lecture
98,BUS 230,02,Introduction to Data Analysis,IDS :: Data Analytics,ECN 111 AND Declared Accounting or Business Administration Major or Data Analytics Minor only,empty,Lecture
99,BUS 321,BLK,Marketing Strategy,empty,ACC 111 AND ECN 111 AND (ECN 120 OR MTH 120) AND (MTH 145 OR MTH 150) AND Declared Business Administration Major,empty,Lecture
100,BUS 340,01,Introduction to Finance and Markets,empty,ACC 111 AND ECN 111 AND (ECN 120 OR MTH 120) AND (MTH 145 OR MTH 150),empty,Lecture
101,BUS 341,BLK,Introduction to Coporate Finance,empty,ACC 111 AND ECN 111 AND (ECN 120 OR MTH 120) AND (MTH 145 OR MTH 150) AND Declared Business Administration Major,empty,Lecture
102,BUS 350,01,Business Law,empty,empty,empty,Lecture
103,BUS 360,01,Performance Management,GER - CORE :: HB (Empirical Study of Human Behavior),empty,empty,Lecture
104,BUS 360,BLK,Performance Management,GER - CORE :: HB (Empirical Study of Human Behavior),Instructor Permission Required,empty,Lecture
105,BUS 422,01,Integrated Marketing Communications,empty,empty,empty,Lecture
106,BUS 450,01,Strategic Management,GER - Writing :: WR (Writing-Research Intensive),ACC 301  AND BUS 321 AND BUS 331 AND BUS 341,empty,Seminar
107,BUS 450,02,Strategic Management,GER - Writing :: WR (Writing-Research Intensive),ACC 301  AND BUS 321 AND BUS 331 AND BUS 341,empty,Seminar
108,BUS 501,01,Independent Study,empty,Instructor permission required,empty,Independent Study
109,BUS 501,02,Independent Study,empty,Instructor permission required,empty,Independent Study
110,BUS 503,01,Individualized Internship,empty,Instructor permission required,empty,Independent Study
111,BUS 503,02,Individualized Internship,empty,Instructor permission required,empty,Independent Study
112,CHM 075,01,Seminar in Chemistry,empty,PRQ  - Instructor Permission Required,empty,Seminar
113,CHM 101,01,Chemistry and Global Awareness,"GER - CORE :: NW - Natural World, GER - Global Awareness :: NE (Humans and the Natural Environment), IDS :: Environmental Studies",No CHM 101 Equivalencies,empty,Lecture
114,CHM 101,02,Chemistry and Global Awareness,"GER - CORE :: NW - Natural World, GER - Global Awareness :: NE (Humans and the Natural Environment), IDS :: Environmental Studies",No CHM 101 Equivalencies,empty,Lecture
115,CHM 101,03,Chemistry and Global Awareness,"GER - CORE :: NW - Natural World, GER - Global Awareness :: NE (Humans and the Natural Environment), IDS :: Environmental Studies",No CHM 101 Equivalencies,empty,Lecture
116,CHM 101,04,Chemistry and Global Awareness,"GER - CORE :: NW - Natural World, GER - Global Awareness :: NE (Humans and the Natural Environment), IDS :: Environmental Studies",No CHM 101 Equivalencies,empty,Lecture
117,CHM 110,01,Foundations of Chemistry,"GER - CORE :: NWL - Natural World with Lab (meets requirement for BS and all other degree types), IDS :: Neuroscience",empty,"CHM 110-01A - Foundations of Chemistry, CHM 110-01L - Foundations of Chemistry",Lecture
118,CHM 110,01A,Foundations of Chemistry,"GER - CORE :: NWL - Natural World with Lab (meets requirement for BS and all other degree types), IDS :: Neuroscience",empty,"CHM 110-01 - Foundations of Chemistry, CHM 110-01L - Foundations of Chemistry",Combination
119,CHM 110,01L,Foundations of Chemistry,"GER - CORE :: NWL - Natural World with Lab (meets requirement for BS and all other degree types), IDS :: Neuroscience",empty,"CHM 110-01A - Foundations of Chemistry, CHM 110-01 - Foundations of Chemistry",Laboratory
120,CHM 110,02,Foundations of Chemistry,"GER - CORE :: NWL - Natural World with Lab (meets requirement for BS and all other degree types), IDS :: Neuroscience",empty,"CHM 110-02A - Foundations of Chemistry, CHM 110-02L - Foundations of Chemistry",Lecture
121,CHM 110,02A,Foundations of Chemistry,"GER - CORE :: NWL - Natural World with Lab (meets requirement for BS and all other degree types), IDS :: Neuroscience",empty,"CHM 110-02 - Foundations of Chemistry, CHM 110-02L - Foundations of Chemistry",Combination
122,CHM 110,02L,Foundations of Chemistry,"GER - CORE :: NWL - Natural World with Lab (meets requirement for BS and all other degree types), IDS :: Neuroscience",empty,"CHM 110-02A - Foundations of Chemistry, CHM 110-02 - Foundations of Chemistry",Laboratory
123,CHM 110,03,Foundations of Chemistry,"GER - CORE :: NWL - Natural World with Lab (meets requirement for BS and all other degree types), IDS :: Neuroscience",empty,"CHM 110-03A - Foundations of Chemistry, CHM 110-03L - Foundations of Chemistry",Lecture
124,CHM 110,03A,Foundations of Chemistry,"GER - CORE :: NWL - Natural World with Lab (meets requirement for BS and all other degree types), IDS :: Neuroscience",empty,"CHM 110-03 - Foundations of Chemistry, CHM 110-03L - Foundations of Chemistry",Combination
125,CHM 110,03L,Foundations of Chemistry,"GER - CORE :: NWL - Natural World with Lab (meets requirement for BS and all other degree types), IDS :: Neuroscience",empty,"CHM 110-03A - Foundations of Chemistry, CHM 110-03 - Foundations of Chemistry",Laboratory
126,CHM 110,04,Foundations of Chemistry,"GER - CORE :: NWL - Natural World with Lab (meets requirement for BS and all other degree types), IDS :: Neuroscience",empty,"CHM 110-04A - Foundations of Chemistry, CHM 110-04L - Foundations of Chemistry",Lecture
127,CHM 110,04A,Foundations of Chemistry,"GER - CORE :: NWL - Natural World with Lab (meets requirement for BS and all other degree types), IDS :: Neuroscience",empty,"CHM 110-04 - Foundations of Chemistry, CHM 110-04L - Foundations of Chemistry",Combination
128,CHM 110,04L,Foundations of Chemistry,"GER - CORE :: NWL - Natural World with Lab (meets requirement for BS and all other degree types), IDS :: Neuroscience",empty,"CHM 110-04A - Foundations of Chemistry, CHM 110-04 - Foundations of Chemistry",Laboratory
129,CHM 110,05,Foundations of Chemistry,"GER - CORE :: NWL - Natural World with Lab (meets requirement for BS and all other degree types), IDS :: Neuroscience",empty,"CHM 110-05A - Foundations of Chemistry, CHM 110-05L - Foundations of Chemistry",Lecture
130,CHM 110,05A,Foundations of Chemistry,"GER - CORE :: NWL - Natural World with Lab (meets requirement for BS and all other degree types), IDS :: Neuroscience",empty,"CHM 110-05 - Foundations of Chemistry, CHM 110-05L - Foundations of Chemistry",Combination
131,CHM 110,05L,Foundations of Chemistry,"GER - CORE :: NWL - Natural World with Lab (meets requirement for BS and all other degree types), IDS :: Neuroscience",empty,"CHM 110-05A - Foundations of Chemistry, CHM 110-05 - Foundations of Chemistry",Laboratory
132,CHM 115,01,Kinetics Thermodynamics and the Environment,"GER - CORE :: NWL - Natural World with Lab (meets requirement for BS and all other degree types), GER - Global Awareness :: NE (Humans and the Natural Environment), IDS :: Neuroscience",PRQ  - Instructor Permission Required,"CHM 115-01A - Kinetics Thermodynamics and the Environment, CHM 115-01L - Kinetics Thermodynamics and the Environment",Lecture
133,CHM 115,01A,Kinetics Thermodynamics and the Environment,"GER - CORE :: NWL - Natural World with Lab (meets requirement for BS and all other degree types), GER - Global Awareness :: NE (Humans and the Natural Environment), IDS :: Neuroscience",PRQ  - Instructor Permission Required,"CHM 115-01 - Kinetics Thermodynamics and the Environment, CHM 115-01L - Kinetics Thermodynamics and the Environment",Combination
134,CHM 115,01L,Kinetics Thermodynamics and the Environment,"GER - CORE :: NWL - Natural World with Lab (meets requirement for BS and all other degree types), GER - Global Awareness :: NE (Humans and the Natural Environment), IDS :: Neuroscience",PRQ  - Instructor Permission Required,"CHM 115-01A - Kinetics Thermodynamics and the Environment, CHM 115-01 - Kinetics Thermodynamics and the Environment",Laboratory
135,CHM 115,02,Kinetics Thermodynamics and the Environment,"GER - CORE :: NWL - Natural World with Lab (meets requirement for BS and all other degree types), GER - Global Awareness :: NE (Humans and the Natural Environment), IDS :: Neuroscience",PRQ  - Instructor Permission Required,"CHM 115-02A - Kinetics Thermodynamics and the Environment, CHM 115-02L - Kinetics Thermodynamics and the Environment",Lecture
136,CHM 115,02A,Kinetics Thermodynamics and the Environment,"GER - CORE :: NWL - Natural World with Lab (meets requirement for BS and all other degree types), GER - Global Awareness :: NE (Humans and the Natural Environment), IDS :: Neuroscience",PRQ  - Instructor Permission Required,"CHM 115-02 - Kinetics Thermodynamics and the Environment, CHM 115-02L - Kinetics Thermodynamics and the Environment",Combination
137,CHM 115,02L,Kinetics Thermodynamics and the Environment,"GER - CORE :: NWL - Natural World with Lab (meets requirement for BS and all other degree types), GER - Global Awareness :: NE (Humans and the Natural Environment), IDS :: Neuroscience",PRQ  - Instructor Permission Required,"CHM 115-02A - Kinetics Thermodynamics and the Environment, CHM 115-02 - Kinetics Thermodynamics and the Environment",Laboratory
138,CHM 115,03,Kinetics Thermodynamics and the Environment,"GER - CORE :: NWL - Natural World with Lab (meets requirement for BS and all other degree types), GER - Global Awareness :: NE (Humans and the Natural Environment), IDS :: Neuroscience",CHM 110 Foundations of Chemistry,"CHM 115-03A - Kinetics Thermodynamics and the Environment, CHM 115-03L - Kinetics Thermodynamics and the Environment",Lecture
139,CHM 115,03A,Kinetics Thermodynamics and the Environment,"GER - CORE :: NWL - Natural World with Lab (meets requirement for BS and all other degree types), GER - Global Awareness :: NE (Humans and the Natural Environment), IDS :: Neuroscience",CHM 110 Foundations of Chemistry,"CHM 115-03 - Kinetics Thermodynamics and the Environment, CHM 115-03L - Kinetics Thermodynamics and the Environment",Combination
140,CHM 115,03L,Kinetics Thermodynamics and the Environment,"GER - CORE :: NWL - Natural World with Lab (meets requirement for BS and all other degree types), GER - Global Awareness :: NE (Humans and the Natural Environment), IDS :: Neuroscience",CHM 110 Foundations of Chemistry,"CHM 115-03A - Kinetics Thermodynamics and the Environment, CHM 115-03 - Kinetics Thermodynamics and the Environment",Laboratory
141,CHM 115,04,Kinetics Thermodynamics and the Environment,"GER - CORE :: NWL - Natural World with Lab (meets requirement for BS and all other degree types), GER - Global Awareness :: NE (Humans and the Natural Environment), IDS :: Neuroscience",CHM 110 Foundations of Chemistry,"CHM 115-04A - Kinetics Thermodynamics and the Environment, CHM 115-04L - Kinetics Thermodynamics and the Environment",Lecture
142,CHM 115,04A,Kinetics Thermodynamics and the Environment,"GER - CORE :: NWL - Natural World with Lab (meets requirement for BS and all other degree types), GER - Global Awareness :: NE (Humans and the Natural Environment), IDS :: Neuroscience",CHM 110 Foundations of Chemistry,"CHM 115-04 - Kinetics Thermodynamics and the Environment, CHM 115-04L - Kinetics Thermodynamics and the Environment",Combination
143,CHM 115,04L,Kinetics Thermodynamics and the Environment,"GER - CORE :: NWL - Natural World with Lab (meets requirement for BS and all other degree types), GER - Global Awareness :: NE (Humans and the Natural Environment), IDS :: Neuroscience",CHM 110 Foundations of Chemistry,"CHM 115-04A - Kinetics Thermodynamics and the Environment, CHM 115-04 - Kinetics Thermodynamics and the Environment",Laboratory
144,CHM 120,01,Organic Chemistry,"GER - CORE :: NWL - Natural World with Lab (meets requirement for BS and all other degree types), IDS :: Neuroscience","CHM 115 Kinetics, Thermodynamics and the Environment",CHM 120-01L - Organic Chemistry,Lecture
145,CHM 120,01L,Organic Chemistry,"GER - CORE :: NWL - Natural World with Lab (meets requirement for BS and all other degree types), IDS :: Neuroscience","CHM 115 Kinetics, Thermodynamics and the Environment",CHM 120-01 - Organic Chemistry,Laboratory
146,CHM 120,02,Organic Chemistry,"GER - CORE :: NWL - Natural World with Lab (meets requirement for BS and all other degree types), IDS :: Neuroscience","CHM 115 Kinetics, Thermodynamics and the Environment",CHM 120-02L - Organic Chemistry,Lecture
147,CHM 120,02L,Organic Chemistry,"GER - CORE :: NWL - Natural World with Lab (meets requirement for BS and all other degree types), IDS :: Neuroscience","CHM 115 Kinetics, Thermodynamics and the Environment",CHM 120-02 - Organic Chemistry,Laboratory
148,CHM 120,03,Organic Chemistry,"GER - CORE :: NWL - Natural World with Lab (meets requirement for BS and all other degree types), IDS :: Neuroscience","CHM 115 Kinetics, Thermodynamics and the Environment",CHM 120-03L - Organic Chemistry,Lecture
149,CHM 120,03L,Organic Chemistry,"GER - CORE :: NWL - Natural World with Lab (meets requirement for BS and all other degree types), IDS :: Neuroscience","CHM 115 Kinetics, Thermodynamics and the Environment",CHM 120-03 - Organic Chemistry,Laboratory
150,CHM 120,04,Organic Chemistry,"GER - CORE :: NWL - Natural World with Lab (meets requirement for BS and all other degree types), IDS :: Neuroscience","CHM 115 Kinetics, Thermodynamics and the Environment",CHM 120-04L - Organic Chemistry,Lecture
151,CHM 120,04L,Organic Chemistry,"GER - CORE :: NWL - Natural World with Lab (meets requirement for BS and all other degree types), IDS :: Neuroscience","CHM 115 Kinetics, Thermodynamics and the Environment",CHM 120-04 - Organic Chemistry,Laboratory
152,CHM 220,01,Bio-Organic Chemistry,IDS :: Neuroscience,CHM 120 Organic Chemistry,empty,Lecture
153,CHM 220,02,Bio-Organic Chemistry,IDS :: Neuroscience,CHM 120 Organic Chemistry,empty,Lecture
154,CHM 310,01,Physical Chemistry I,empty,CHM 120 AND MTH 151 AND PHY 112,empty,Lecture
155,CHM 310,01A,Physical Chemistry I,empty,CHM 120 AND MTH 151 AND PHY 112,empty,Combination
156,CHM 310,01L,Physical Chemistry I,empty,CHM 120 AND MTH 151 AND PHY 112,empty,Laboratory
157,CHM 445,01,Advanced Topics in Physical Chemistry (Topic TBD),empty,CHM 310 Physical Chemistry I,empty,Lecture
158,CHM 445,02,Advanced Topics in Physical Chemistry (Topic TBD),empty,CHM 310 Physical Chemistry I,empty,Lecture
159,CHM 460,01,Biological Chemistry,IDS :: Neuroscience,CHM 220 AND CHM 240 AND BIO 111,empty,Lecture
160,CHM 460,01L,Biological Chemistry,IDS :: Neuroscience,CHM 220 AND CHM 240 AND BIO 111,empty,Laboratory
161,CHM 502,01,Undergraduate Research,empty,Instructor permission required,empty,Independent Study
162,CHM 502,02,Undergraduate Research,empty,Instructor permission required,empty,Independent Study
163,CHM 502,03,Undergraduate Research,empty,Instructor permission required,empty,Independent Study
164,CHM 502,04,Undergraduate Research,empty,Instructor permission required,empty,Independent Study
165,CHM 502,05,Undergraduate Research,empty,Instructor permission required,empty,Independent Study
166,CHM 502,06,Undergraduate Research,empty,Instructor permission required,empty,Independent Study
167,CHM 502,07,Undergraduate Research,empty,Instructor permission required,empty,Independent Study
168,CHM 502,08,Undergraduate Research,empty,Instructor permission required,empty,Independent Study
169,CHM 502,09,Undergraduate Research,empty,Instructor permission required,empty,Independent Study
170,CHM 502,10,Undergraduate Research,empty,Instructor permission required,empty,Independent Study
