,CourseCode,Section,CourseTitle,CourseTags,Prerequisites,CourseCluster,InstructionalFormat
430,HSC 311,01L,Physiology of Exercise,GER - CORE :: NWL - Natural World with Lab (meets requirements for BA/BM only),HSC 210 AND (Declared Health Science or Public Health Majors only),HSC 311-01 - Physiology of Exercise,Laboratory
431,HSC 311,02,Physiology of Exercise,GER - CORE :: NWL - Natural World with Lab (meets requirements for BA/BM only),HSC 210 AND (Declared Health Science or Public Health Majors only),HSC 311-02L - Physiology of Exercise,Lecture
432,HSC 311,02L,Physiology of Exercise,GER - CORE :: NWL - Natural World with Lab (meets requirements for BA/BM only),HSC 210 AND (Declared Health Science or Public Health Majors only),HSC 311-02 - Physiology of Exercise,Laboratory
433,HSC 315,01,Fundamentals of Nutrition,"IDS :: Medicine, Health and Culture",HSC 101 AND (BIO 111 or CHM 110 or HSC 211) AND (Declared HSC or PBH major),empty,Lecture
434,HSC 331,01,Analysis of Cardiovascular Functioning,empty,HSC 210 AND (Declared Health Science or Public Health Majors only),empty,Lecture
435,HSC 341,01,Science of Aging,"IDS :: Medicine, Health and Culture",HSC 211 AND (Declared Health Science or Public Health Majors only),empty,Lecture
436,HSC 441,01,Sport in Modern Society,empty,HSC 101 AND (Declared Health Science or Public Health Majors only),empty,Lecture
437,HSC 451,01,Biomechanics,GER - Writing :: WR (Writing-Research Intensive),(1 FYW course) AND (HSC 201) AND (1 course eligible for the MR GER) AND (Declared HSC or PBH major),empty,Lecture
438,HSC 465,01,Public Health Capstone,empty,Declared Public Health Majors only,empty,Lecture
439,HSC 501,01,Independent Study,empty,Instructor permission required,empty,Independent Study
440,HSC 501,02,Independent Study,empty,Instructor permission required,empty,Independent Study
441,HSC 501,03,Independent Study,empty,Instructor permission required,empty,Independent Study
442,HSC 502,01,Research,empty,Instructor permission required,empty,Independent Study
443,HSC 502,02,Research,empty,Instructor permission required,empty,Independent Study
444,HSC 502,03,Research,empty,Instructor permission required,empty,Independent Study
445,HSC 502,04,Research,empty,Instructor permission required,empty,Independent Study
446,HSC 502,05,Research,empty,Instructor permission required,empty,Independent Study
447,HSC 505,01,Structured Internship,empty,Instructor permission required,empty,Independent Study
448,HSC 505,02,Structured Internship,empty,Instructor permission required,empty,Independent Study
449,HSC 505,03,Structured Internship,empty,Instructor permission required,empty,Independent Study
450,HST 102,01,Europe in the Medieval World,"GER - CORE :: HA (Historical Analysis), IDS :: Medieval & Early Modern Studies",empty,empty,Lecture
451,HST 104,01,Europe in the Modern World,GER - CORE :: HA (Historical Analysis),empty,empty,Lecture
452,HST 104,02,Europe in the Modern World,GER - CORE :: HA (Historical Analysis),empty,empty,Lecture
453,HST 104,03,Europe in the Modern World,GER - CORE :: HA (Historical Analysis),empty,empty,Lecture
454,HST 104,04,Europe in the Modern World,GER - CORE :: HA (Historical Analysis),empty,empty,Lecture
455,HST 111,01,Passages in the Ancient and Medieval World,GER - CORE :: HA (Historical Analysis),empty,empty,Lecture
456,HST 111,02,Passages in the Ancient and Medieval World,GER - CORE :: HA (Historical Analysis),empty,empty,Lecture
457,HST 121,01,North America and the World to 1877,GER - CORE :: HA (Historical Analysis),empty,empty,Lecture
458,HST 121,02,North America and the World to 1877,GER - CORE :: HA (Historical Analysis),empty,empty,Lecture
459,HST 124,01,War  Military and Society in American History,GER - CORE :: HA (Historical Analysis),empty,empty,Lecture
460,HST 152,01,Middle East in the Early Modern World,"GER - CORE :: HA (Historical Analysis), GER - Global Awareness :: WC (World Cultures), IDS :: Medieval & Early Modern Studies, IDS :: Middle East and Islamic Studies",empty,empty,Lecture
461,HST 152,02,Middle East in the Early Modern World,"GER - CORE :: HA (Historical Analysis), GER - Global Awareness :: WC (World Cultures), IDS :: Medieval & Early Modern Studies, IDS :: Middle East and Islamic Studies",empty,empty,Lecture
462,HST 166,01,China in the Modern World,"GER - CORE :: HA (Historical Analysis), GER - Global Awareness :: WC (World Cultures), IDS :: Asian Studies, IDS :: Chinese Studies",empty,empty,Lecture
463,HST 214,01,Modern Russia and Eastern Europe,empty,1 course in HST numbered HST 100 through HST 166,empty,Lecture
464,HST 229,01,African-American Experience,IDS :: Africana Studies,1 course in HST numbered HST 100 through HST 166,empty,Lecture
465,HST 231,01,History of Women in America,"IDS :: Womenâ€™s, Gender, and Sexuality Studies",1 course in HST numbered HST 100 through HST 166,empty,Lecture
466,HST 240,01,Historical Skills: The Historian's Craft (Wars of Religion Role-Playing Game),empty,empty,empty,Lecture
467,HST 240,02,Historical Skills: The Historian's Craft (The Methods and Practices of History),empty,empty,empty,Lecture
468,HST 242,01,Historical Skills: History and Technology (Podcasting),empty,empty,empty,Lecture
469,HST 275,01,Movements in History (Native Americans and Europeans in North America),IDS :: Medieval & Early Modern Studies,empty,empty,Lecture
470,HST 275,02,Movements in History (History of Soccer),IDS :: Medieval & Early Modern Studies,empty,empty,Lecture
471,HST 312,01,History of Business,empty,1 course in HST numbered HST 100 through HST 166,empty,Lecture
472,HST 475,01,Senior Seminar in History (Religious Violence),IDS :: Africana Studies,empty,empty,Seminar
473,HST 501,01,Independent Study,empty,Instructor permission required,empty,Independent Study
474,HST 501,02,Independent Study,empty,Instructor permission required,empty,Independent Study
475,HUM 101,01,Studies in Humanities I,"GER - CORE :: UQ (Ultimate Questions), IDS :: Humanities",empty,empty,Lecture
476,IDS 301,01,Field Work in Medicine,"IDS :: Medicine, Health and Culture",PRQ  - Instructor Permission Required,empty,Lecture
477,IDS 373,TS,Survey of Scottish Issues,empty,empty,empty,Lecture
478,IDS 507,TS,International Internship,IDS :: Journalism,Instructor permission required,empty,Lecture
479,IGD 101,01,Introduction to Intergroup Dialogue (Social Class),empty,empty,empty,Lecture
480,IGD 101,02,Introduction to Intergroup Dialogue (Men and Masculinity),empty,empty,empty,Lecture
481,JPN 110,01,Elementary Japanese I,"IDS :: Asian Studies, IDS :: Japanese Studies",no placement in Japanese 120 level or higher,empty,Lecture
482,JPN 110,02,Elementary Japanese I,"IDS :: Asian Studies, IDS :: Japanese Studies",no placement in Japanese 120 level or higher,empty,Lecture
483,JPN 201,01,Intermediate Japanese I,"GER - CORE :: FL (Foreign Language), IDS :: Asian Studies, IDS :: Japanese Studies",JPN 120 OR JPN-PL 201,empty,Lecture
484,JPN 201,02,Intermediate Japanese I,"GER - CORE :: FL (Foreign Language), IDS :: Asian Studies, IDS :: Japanese Studies",JPN 120 OR JPN-PL 201,empty,Lecture
485,JPN 301,01,Intermediate Japanese III,"IDS :: Asian Studies, IDS :: Japanese Studies",JPN 202,empty,Lecture
486,JPN 401,01,Advanced Japanese I,"IDS :: Asian Studies, IDS :: Japanese Studies",JPN 302,empty,Lecture
487,JPN 504,01,Directed Independent Study,IDS :: Linguistics,Instructor permission required,empty,Independent Study
488,LNG 210,01,General Linguistics,"GER - CORE :: HB (Empirical Study of Human Behavior), IDS :: Anthropology, IDS :: Linguistics",empty,empty,Lecture
489,LNG 220,01,Linguistic Analysis,"GER - CORE :: HB (Empirical Study of Human Behavior), GER - Writing :: WR (Writing-Research Intensive), IDS :: Anthropology, IDS :: Linguistics",Any FYW and LNG 210 General Linguistics,empty,Lecture
490,LNG 504,01,Directed Independent Study,IDS :: Linguistics,Instructor permission required,empty,Independent Study
491,LNG 504,02,Directed Independent Study,IDS :: Linguistics,Instructor permission required,empty,Independent Study
492,LTN 110,01,Elementary Latin,empty,no placement in Latin 115 level or higher,empty,Lecture
493,LTN 201,01,Intermediate Latin I,"GER - CORE :: FL (Foreign Language), IDS :: Ancient Greek and Roman Studies",LTN PL 115 OR LTN 120 LTN PL 201,empty,Lecture
494,LTN 305,01,Latin: Analytical Approaches (Apuleius),"GER - CORE :: TA (Critical, Analytical Interpretation of Texts)",LTN 201 OR LTN 202 OR LTN PL UL,empty,Lecture
495,MLL 360,01,Latin America Through Film,"GER - CORE :: VP (Human Cultures - Visual and Performing Arts), GER - Global Awareness :: WC (World Cultures), IDS :: Film Studies, IDS :: Latin American and Latinx Studies",empty,empty,Lecture
496,MLL 360,01L,Latin America Through Film,"GER - CORE :: VP (Human Cultures - Visual and Performing Arts), GER - Global Awareness :: WC (World Cultures), IDS :: Film Studies, IDS :: Latin American and Latinx Studies",empty,empty,Discussion
497,MSL 101,01,Introduction to the Army,empty,empty,MSL 101-01L - Introduction to the Army,Lecture
498,MSL 101,01L,Introduction to the Army,empty,empty,MSL 101-01 - Introduction to the Army,Laboratory
499,MSL 101,TUL,Introduction to the Army,empty,empty,MSL 101-TU - Introduction to the Army,Laboratory
500,MSL 201,01,Foundations of Leadership I,empty,empty,MSL 201-01L - Foundations of Leadership I,Lecture
501,MSL 201,01L,Foundations of Leadership I,empty,empty,MSL 201-01 - Foundations of Leadership I,Laboratory
502,MSL 301,01,Tactical Leadership,empty,empty,empty,Lecture
503,MSL 301,01L,Tactical Leadership,empty,empty,empty,Laboratory
504,MSL 401,01,Development Leadership,empty,empty,empty,Lecture
505,MSL 401,01L,Development Leadership,empty,empty,empty,Laboratory
506,MTH 115,01,Ideas in Mathematics,GER - CORE :: MR (Mathematical and Formal Reasoning),empty,empty,Lecture
507,MTH 115,02,Ideas in Mathematics,GER - CORE :: MR (Mathematical and Formal Reasoning),empty,empty,Lecture
508,MTH 120,01,Introduction to Statistics,"GER - CORE :: MR (Mathematical and Formal Reasoning), IDS :: Urban Studies",No MTH 120 Equivalencies,empty,Lecture
509,MTH 120,02,Introduction to Statistics,"GER - CORE :: MR (Mathematical and Formal Reasoning), IDS :: Urban Studies",No MTH 120 Equivalencies,empty,Lecture
510,MTH 120,03,Introduction to Statistics,"GER - CORE :: MR (Mathematical and Formal Reasoning), IDS :: Urban Studies",No MTH 120 Equivalencies,empty,Lecture
511,MTH 120,04,Introduction to Statistics,"GER - CORE :: MR (Mathematical and Formal Reasoning), IDS :: Urban Studies",No MTH 120 Equivalencies,empty,Lecture
512,MTH 120,05,Introduction to Statistics,"GER - CORE :: MR (Mathematical and Formal Reasoning), IDS :: Urban Studies",No MTH 120 Equivalencies,empty,Lecture
513,MTH 120,06,Introduction to Statistics,"GER - CORE :: MR (Mathematical and Formal Reasoning), IDS :: Urban Studies",No MTH 120 Equivalencies,empty,Lecture
514,MTH 120,07,Introduction to Statistics,"GER - CORE :: MR (Mathematical and Formal Reasoning), IDS :: Urban Studies",No MTH 120 Equivalencies,empty,Lecture
515,MTH 145,01,Calculus for Management  Life and Social Sciences,GER - CORE :: MR (Mathematical and Formal Reasoning),No credit for MTH 150,empty,Lecture
516,MTH 145,02,Calculus for Management  Life and Social Sciences,GER - CORE :: MR (Mathematical and Formal Reasoning),No credit for MTH 150,empty,Lecture
517,MTH 145,03,Calculus for Management  Life and Social Sciences,GER - CORE :: MR (Mathematical and Formal Reasoning),No credit for MTH 150,empty,Lecture
518,MTH 150,01,Analytic Geometry and Calculus I,"GER - CORE :: MR (Mathematical and Formal Reasoning), IDS :: Neuroscience",empty,empty,Lecture
519,MTH 150,02,Analytic Geometry and Calculus I,"GER - CORE :: MR (Mathematical and Formal Reasoning), IDS :: Neuroscience",empty,empty,Lecture
520,MTH 150,03,Analytic Geometry and Calculus I,"GER - CORE :: MR (Mathematical and Formal Reasoning), IDS :: Neuroscience",empty,empty,Lecture
521,MTH 151,01,Analytic Geometry and Calculus II,empty,MTH 150 Analytic Geometry and Calculus I,empty,Lecture
522,MTH 160,01,Vectors and Matrices,empty,MTH 150 Analytic Geometry and Calculus I,empty,Lecture
523,MTH 245,01,Statistical Methods I with R,"GER - CORE :: MR (Mathematical and Formal Reasoning), IDS :: Data Analytics",BIO 222 OR ECN 120 OR HSC 201 OR MTH 120 OR PSY 202 OR SOC 302,empty,Lecture
524,MTH 250,01,Vector Calculus,empty,MTH 151 AND MTH 160,empty,Lecture
525,MTH 255,01,Differential Equations,empty,MTH 151 AND MTH 160,empty,Lecture
526,MTH 260,01,Transition to Higher Mathematics,GER - Writing :: WR (Writing-Research Intensive),FYW (First Year Writing Seminar) AND MTH 150,empty,Lecture
527,MTH 302,01,Mathematics for Elementary School Teachers II,empty,MTH 301 Mathematics for Elementary School Teachers I,empty,Lecture
528,MTH 315,01,Knot Theory,empty,MTH 160 and MTH 260,empty,Lecture
529,MTH 337,01,Operations Research,IDS :: Data Analytics,MTH 151 AND MTH 160,empty,Lecture
530,MTH 340,01,Probability,IDS :: Data Analytics,MTH 250 Vector Calculus,empty,Lecture
531,MTH 460,01,Group Theory,empty,MTH 160 and MTH 260,empty,Lecture
532,MUS 050,01,Recital Attendance,empty,empty,empty,Experiential
533,MUS 051,01,Colloquium,empty,empty,empty,Seminar
534,MUS 060,01,Symphony Orchestra,empty,empty,empty,Experiential
535,MUS 061,01,Furman Bands,empty,empty,empty,Experiential
536,MUS 062,01,Furman Singers,empty,empty,empty,Experiential
537,MUS 064,01,Women's Chorale (Belle Voci),empty,empty,empty,Experiential
538,MUS 065,01,Chamber Choir,empty,empty,empty,Experiential
539,MUS 067,01,Jazz Ensemble,empty,empty,empty,Experiential
540,MUS 068,01,Jazz Combo,empty,empty,empty,Experiential
541,MUS 068,02,Jazz Combo,empty,empty,empty,Experiential
542,MUS 068,03,Jazz Combo,empty,empty,empty,Experiential
543,MUS 069,01,Brass Ensemble,empty,empty,empty,Experiential
544,MUS 070,01,Woodwind Ensemble,empty,empty,empty,Experiential
545,MUS 071,01,Percussion Ensemble,empty,empty,empty,Experiential
546,MUS 072,01,String Chamber Music,empty,empty,empty,Experiential
547,MUS 072,02,String Chamber Music,empty,empty,empty,Experiential
548,MUS 073,01,String Quartet,empty,empty,empty,Experiential
549,MUS 074,01,Saxophone Quartet,empty,empty,empty,Experiential
550,MUS 101,01,Introduction to Music,GER - CORE :: VP (Human Cultures - Visual and Performing Arts),empty,empty,Lecture
551,MUS 101,02,Introduction to Music,GER - CORE :: VP (Human Cultures - Visual and Performing Arts),empty,empty,Lecture
552,MUS 101,03,Introduction to Music,GER - CORE :: VP (Human Cultures - Visual and Performing Arts),empty,empty,Lecture
553,MUS 106,01,Piano Class I,empty,empty,empty,Lecture
554,MUS 111A,01,Basic Musicianship I: Written & Analytic,IDS :: Musical Theatre,empty,empty,Lecture
555,MUS 111A,02,Basic Musicianship I: Written & Analytic,IDS :: Musical Theatre,empty,empty,Lecture
556,MUS 111A,03,Basic Musicianship I: Written & Analytic,IDS :: Musical Theatre,empty,empty,Lecture
557,MUS 111B,01,Basic Musicianship I: Aural,IDS :: Musical Theatre,empty,empty,Lecture
558,MUS 111B,02,Basic Musicianship I: Aural,IDS :: Musical Theatre,empty,empty,Lecture
559,MUS 111B,03,Basic Musicianship I: Aural,IDS :: Musical Theatre,empty,empty,Lecture
560,MUS 111C,01,Basic Musicianship I: Keyboard,IDS :: Musical Theatre,empty,empty,Lecture
561,MUS 111C,02,Basic Musicianship I: Keyboard,IDS :: Musical Theatre,empty,empty,Lecture
562,MUS 111C,03,Basic Musicianship I: Keyboard,IDS :: Musical Theatre,empty,empty,Lecture
563,MUS 111C,04,Basic Musicianship I: Keyboard,IDS :: Musical Theatre,empty,empty,Lecture
564,MUS 111C,05,Basic Musicianship I: Keyboard,IDS :: Musical Theatre,empty,empty,Lecture
565,MUS 113,01,Composition Seminar,empty,empty,empty,Seminar
566,MUS 115,01,Music-reading Fundamentals for the Singing Actor,IDS :: Musical Theatre,Instructor Permission Required,empty,Lecture
567,MUS 211A,01,Basic Musicianship III: Written and Analytical,empty,MUS 112A AND MUS 112B AND MUS 112C,empty,Lecture
568,MUS 211A,02,Basic Musicianship III: Written and Analytical,empty,MUS 112A AND MUS 112B AND MUS 112C,empty,Lecture
569,MUS 211B,01,Basic Musicianship III: Aural,empty,MUS 112A AND MUS 112B AND MUS 112C,empty,Lecture
570,MUS 211B,02,Basic Musicianship III: Aural,empty,MUS 112A AND MUS 112B AND MUS 112C,empty,Lecture
571,MUS 211C,01,Basic Musicianship III: Keyboard,empty,MUS 112A AND MUS 112B AND MUS 112C,empty,Lecture
572,MUS 211C,02,Basic Musicianship III: Keyboard,empty,MUS 112A AND MUS 112B AND MUS 112C,empty,Lecture
573,MUS 211C,03,Basic Musicianship III: Keyboard,empty,MUS 112A AND MUS 112B AND MUS 112C,empty,Lecture
574,MUS 211C,04,Basic Musicianship III: Keyboard,empty,MUS 112A AND MUS 112B AND MUS 112C,empty,Lecture
575,MUS 221,01,Music History I,empty,MUS 112A AND MUS 112B AND MUS 112C,empty,Lecture
576,MUS 311,01,Composition,empty,MUS 212A AND MUS 212B AND MUS 212C,empty,Lecture
577,MUS 320,01,Music History II,"GER - CORE :: HA (Historical Analysis), GER - Writing :: WR (Writing-Research Intensive)",(1 FYW course) AND (MUS 221) AND (MUS 212A AND MUS 212B AND MUS 212C),empty,Lecture
578,MUS 320,02,Music History II,"GER - CORE :: HA (Historical Analysis), GER - Writing :: WR (Writing-Research Intensive)",(1 FYW course) AND (MUS 221) AND (MUS 212A AND MUS 212B AND MUS 212C),empty,Lecture
579,MUS 327,01,The Alexander Technique and Body Mapping,"IDS :: Medicine, Health and Culture",empty,empty,Lecture
580,MUS 327,02,The Alexander Technique and Body Mapping,"IDS :: Medicine, Health and Culture",empty,empty,Lecture
581,MUS 330,01,String Methods,empty,MUS 212A AND MUS 212B AND MUS 212C,empty,Lecture
582,MUS 331,01,Woodwind Methods,empty,MUS 212A AND MUS 212B AND MUS 212C,empty,Lecture
583,MUS 332A,01,Brass Methods,empty,MUS 212A AND MUS 212B AND MUS 212C,empty,Lecture
584,MUS 334,01,Guitar Methods,empty,empty,empty,Lecture
585,MUS 351,01,Applied Jazz Improvisation,empty,MUS 350,empty,Lecture
586,MUS 351,02,Applied Jazz Improvisation,empty,MUS 350,empty,Lecture
587,MUS 351,03,Applied Jazz Improvisation,empty,MUS 350,empty,Lecture
588,MUS 351A,01,Applied Jazz Improvisation,empty,MUS 350,empty,Lecture
589,MUS 351D,01,Applied Jazz Improvisation,empty,empty,empty,Lecture
590,MUS 351E,01,Applied Jazz Improvisation,empty,empty,empty,Lecture
591,MUS 351E,02,Applied Jazz Improvisation,empty,empty,empty,Lecture
592,MUS 351E,03,Applied Jazz Improvisation,empty,empty,empty,Lecture
593,MUS 353,01,Instrumental Conducting,empty,MUS 352 Basic Conducting,empty,Lecture
594,MUS 354,01,Choral Conducting,empty,MUS 352 Basic Conducting,empty,Lecture
595,MUS 355,01,Opera Performance Studies,empty,empty,empty,Lecture
596,MUS 355D,01,Opera Performance Studies,empty,empty,empty,Lecture
597,MUS 412,01,Senior Project,empty,MUS 212A AND MUS 212B AND MUS 212C,empty,Lecture
598,MUS 431,01,Vocal and Choral Methods,empty,MUS 212A AND MUS 212B AND MUS 212C,empty,Lecture
599,MUS 432,01,Instrumental Music Methods,empty,EDU 111 AND EDU 120 AND EDU 221,empty,Lecture
600,MUS 434,01,Elementary Music Methods,empty,MUS 212A,empty,Lecture
601,MUS 450,01,Vocal Pedagogy,empty,MUS 212A AND MUS 212B AND MUS 212C,empty,Studio
602,MUS 501,01,Independent Study,empty,Instructor permission required,empty,Independent Study
603,MUS 501,02,Independent Study,empty,Instructor permission required,empty,Independent Study
604,MUS 501,03,Independent Study,empty,Instructor permission required,empty,Independent Study
605,MUS 501,04,Independent Study,empty,Instructor permission required,empty,Independent Study
606,MUS 501,05,Independent Study,empty,Instructor permission required,empty,Independent Study
607,MUS 501,06,Independent Study,empty,Instructor permission required,empty,Independent Study
608,MUS 501,07,Independent Study,empty,Instructor permission required,empty,Independent Study
609,MUS 501,08,Independent Study,empty,Instructor permission required,empty,Independent Study
610,MUS 505,01,Chamber Music for Winds & Percussion,empty,empty,empty,Independent Study
611,MUS 510,01,Vocal Performance Topics,empty,empty,empty,Studio
612,MUS 511,01,Voice,IDS :: Musical Theatre,empty,empty,Studio
613,MUS 511,02,Voice,IDS :: Musical Theatre,empty,empty,Studio
614,MUS 511,03,Voice,IDS :: Musical Theatre,empty,empty,Studio
615,MUS 511,04,Voice,IDS :: Musical Theatre,empty,empty,Studio
616,MUS 511,05,Voice,IDS :: Musical Theatre,empty,empty,Studio
617,MUS 511,06,Voice,IDS :: Musical Theatre,empty,empty,Studio
618,MUS 511,07,Voice,IDS :: Musical Theatre,empty,empty,Studio
619,MUS 511A,01,Voice,IDS :: Musical Theatre,empty,empty,Studio
620,MUS 511A,02,Voice,IDS :: Musical Theatre,empty,empty,Studio
621,MUS 511A,03,Voice,IDS :: Musical Theatre,empty,empty,Studio
622,MUS 511A,04,Voice,IDS :: Musical Theatre,empty,empty,Studio
623,MUS 511A,05,Voice,IDS :: Musical Theatre,empty,empty,Studio
624,MUS 511A,06,Voice,IDS :: Musical Theatre,empty,empty,Studio
625,MUS 511C,01,Voice,IDS :: Musical Theatre,empty,empty,Studio
626,MUS 511C,02,Voice,IDS :: Musical Theatre,empty,empty,Studio
627,MUS 511C,03,Voice,IDS :: Musical Theatre,empty,empty,Studio
628,MUS 511C,04,Voice,IDS :: Musical Theatre,empty,empty,Studio
629,MUS 511C,05,Voice,IDS :: Musical Theatre,empty,empty,Studio
630,MUS 511C,06,Voice,IDS :: Musical Theatre,empty,empty,Studio
631,MUS 511D,01,Voice,IDS :: Musical Theatre,empty,empty,Studio
632,MUS 511D,02,Voice,IDS :: Musical Theatre,empty,empty,Studio
633,MUS 511D,03,Voice,IDS :: Musical Theatre,empty,empty,Studio
634,MUS 511D,04,Voice,IDS :: Musical Theatre,empty,empty,Studio
635,MUS 511D,05,Voice,IDS :: Musical Theatre,empty,empty,Studio
636,MUS 511D,06,Voice,IDS :: Musical Theatre,empty,empty,Studio
637,MUS 511E,01,Voice,IDS :: Musical Theatre,empty,empty,Studio
638,MUS 511E,02,Voice,IDS :: Musical Theatre,empty,empty,Studio
639,MUS 511E,03,Voice,IDS :: Musical Theatre,empty,empty,Studio
640,MUS 511E,04,Voice,IDS :: Musical Theatre,empty,empty,Studio
641,MUS 511E,05,Voice,IDS :: Musical Theatre,empty,empty,Studio
642,MUS 511E,06,Voice,IDS :: Musical Theatre,empty,empty,Studio
643,MUS 520,01,String Performance Topics,empty,empty,empty,Studio
644,MUS 521,01,Violin,empty,empty,empty,Studio
645,MUS 521A_,01,Violin,empty,empty,empty,Studio
646,MUS 521A_,03,Violin,empty,empty,empty,Studio
647,MUS 521C_,01,Violin,empty,empty,empty,Studio
648,MUS 521D,01,Violin,empty,empty,empty,Studio
649,MUS 521E,01,Violin,empty,empty,empty,Studio
650,MUS 521E,03,Violin,empty,empty,empty,Studio
651,MUS 522,01,Viola,empty,empty,empty,Studio
652,MUS 522A_,01,Viola,empty,empty,empty,Studio
653,MUS 522C,01,Viola,empty,empty,empty,Studio
654,MUS 522D,01,Viola,empty,empty,empty,Studio
655,MUS 522E,01,Viola,empty,empty,empty,Studio
656,MUS 523A,01,Cello,empty,empty,empty,Studio
657,MUS 523C,01,Cello,empty,empty,empty,Studio
658,MUS 523D,01,Cello,empty,empty,empty,Studio
659,MUS 523E,01,Cello,empty,empty,empty,Studio
660,MUS 523_,01,Cello,empty,empty,empty,Studio
661,MUS 524,01,Double Bass,empty,empty,empty,Studio
662,MUS 524A,01,Double Bass,empty,empty,empty,Studio
663,MUS 524C,01,Double Bass,empty,empty,empty,Studio
664,MUS 524D,01,Double Bass,empty,empty,empty,Studio
665,MUS 524E,01,Double Bass,empty,empty,empty,Studio
666,MUS 525,01,Classical Guitar,empty,empty,empty,Studio
667,MUS 525A,01,Classical Guitar,empty,empty,empty,Studio
668,MUS 525C,01,Classical Guitar,empty,empty,empty,Studio
669,MUS 525D,01,Classical Guitar,empty,empty,empty,Studio
670,MUS 525E,01,Classical Guitar,empty,empty,empty,Studio
671,MUS 526,01,Jazz Guitar,empty,empty,empty,Studio
672,MUS 526A,01,Jazz Guitar,empty,empty,empty,Studio
673,MUS 526C,01,Jazz Guitar,empty,empty,empty,Studio
674,MUS 526D,01,Jazz Guitar,empty,empty,empty,Studio
675,MUS 526E,01,Jazz Guitar,empty,empty,empty,Studio
676,MUS 527,01,Harp,empty,empty,empty,Studio
677,MUS 527A,01,Harp,empty,empty,empty,Studio
678,MUS 527C,01,Harp,empty,empty,empty,Studio
679,MUS 527D,01,Harp,empty,empty,empty,Studio
680,MUS 527E,01,Harp,empty,empty,empty,Studio
681,MUS 528,01,Jazz Bass,empty,empty,empty,Studio
682,MUS 528A,01,Jazz Bass,empty,empty,empty,Studio
683,MUS 528C,01,Jazz Bass,empty,empty,empty,Studio
684,MUS 528D,01,Jazz Bass,empty,empty,empty,Studio
685,MUS 528E,01,Jazz Bass,empty,empty,empty,Studio
686,MUS 530,01,Brass Performance Topics,empty,empty,empty,Studio
687,MUS 531,01,Trumpet,empty,empty,empty,Studio
688,MUS 531A,01,Trumpet,empty,empty,empty,Studio
689,MUS 531B,01,Trumpet,empty,empty,empty,Studio
690,MUS 531C,01,Trumpet,empty,empty,empty,Studio
691,MUS 531D,01,Trumpet,empty,empty,empty,Studio
692,MUS 531E,01,Trumpet,empty,empty,empty,Studio
693,MUS 532,01,Horn,empty,empty,empty,Studio
694,MUS 532A,01,Horn,empty,empty,empty,Studio
695,MUS 532B,01,Horn,empty,empty,empty,Studio
696,MUS 532C,01,Horn,empty,empty,empty,Studio
697,MUS 532D,01,Horn,empty,empty,empty,Studio
698,MUS 532E,01,Horn,empty,empty,empty,Studio
699,MUS 533,01,Trombone,empty,empty,empty,Studio
700,MUS 533A,01,Trombone,empty,empty,empty,Studio
701,MUS 533B,01,Trombone,empty,empty,empty,Studio
702,MUS 533C,01,Trombone,empty,empty,empty,Studio
703,MUS 533D,01,Trombone,empty,empty,empty,Studio
704,MUS 533E,01,Trombone,empty,empty,empty,Studio
705,MUS 534,01,Euphonium,empty,empty,empty,Studio
706,MUS 534A,01,Euphonium,empty,empty,empty,Studio
707,MUS 534B,01,Euphonium,empty,empty,empty,Studio
708,MUS 534C,01,Euphonium,empty,empty,empty,Studio
709,MUS 534D,01,Euphonium,empty,empty,empty,Studio
710,MUS 534E,01,Euphonium,empty,empty,empty,Studio
711,MUS 535,01,Tuba,empty,empty,empty,Studio
712,MUS 535A,01,Tuba,empty,empty,empty,Studio
713,MUS 535B,01,Tuba,empty,empty,empty,Studio
714,MUS 535C,01,Tuba,empty,empty,empty,Studio
715,MUS 535D,01,Tuba,empty,empty,empty,Studio
716,MUS 535E,01,Tuba,empty,empty,empty,Studio
717,MUS 540,01,Woodwind Performance Topics,empty,empty,empty,Studio
718,MUS 541,01,Flute,empty,empty,empty,Studio
719,MUS 541A,01,Flute,empty,empty,empty,Studio
720,MUS 541B,01,Flute,empty,empty,empty,Studio
721,MUS 541C,01,Flute,empty,empty,empty,Studio
722,MUS 541D,01,Flute,empty,empty,empty,Studio
723,MUS 541E,01,Flute,empty,empty,empty,Studio
724,MUS 542,01,Oboe,empty,empty,empty,Studio
725,MUS 542A,01,Oboe,empty,empty,empty,Studio
726,MUS 542B,01,Oboe,empty,empty,empty,Studio
727,MUS 542C,01,Oboe,empty,empty,empty,Studio
728,MUS 542D,01,Oboe,empty,empty,empty,Studio
729,MUS 542E,01,Oboe,empty,empty,empty,Studio
730,MUS 543,01,Clarinet,empty,empty,empty,Studio
731,MUS 543A,01,Clarinet,empty,empty,empty,Studio
732,MUS 543B,01,Clarinet,empty,empty,empty,Studio
733,MUS 543C,01,Clarinet,empty,empty,empty,Studio
734,MUS 543D,01,Clarinet,empty,empty,empty,Studio
735,MUS 543E,01,Clarinet,empty,empty,empty,Studio
736,MUS 544,01,Bassoon,empty,empty,empty,Studio
737,MUS 544A,01,Bassoon,empty,empty,empty,Studio
738,MUS 544B,01,Bassoon,empty,empty,empty,Studio
739,MUS 544C,01,Bassoon,empty,empty,empty,Studio
740,MUS 544D,01,Bassoon,empty,empty,empty,Studio
741,MUS 544E,01,Bassoon,empty,empty,empty,Studio
