,CourseCode,Section,CourseTitle,CourseTags,Prerequisites,CourseCluster,InstructionalFormat
56,BIO 210,01L,Genetics,IDS :: Neuroscience,BIO 101 OR BIO 102 OR BIO 111,BIO 210-01 - Genetics,Laboratory
57,BIO 210,02,Genetics,IDS :: Neuroscience,BIO 101 OR BIO 102 OR BIO 111,BIO 210-02L - Genetics,Lecture
58,BIO 210,02L,Genetics,IDS :: Neuroscience,BIO 101 OR BIO 102 OR BIO 111,BIO 210-02 - Genetics,Laboratory
59,BIO 210,03,Genetics,IDS :: Neuroscience,BIO 101 OR BIO 102 OR BIO 111,BIO 210-03L - Genetics,Lecture
60,BIO 210,03L,Genetics,IDS :: Neuroscience,BIO 101 OR BIO 102 OR BIO 111,BIO 210-03 - Genetics,Laboratory
61,BIO 210,04,Genetics,IDS :: Neuroscience,BIO 101 OR BIO 102 OR BIO 111,BIO 210-04L - Genetics,Lecture
62,BIO 210,04L,Genetics,IDS :: Neuroscience,BIO 101 OR BIO 102 OR BIO 111,BIO 210-04 - Genetics,Laboratory
63,BIO 222,01,Research and Analysis,"GER - Writing :: WR (Writing-Research Intensive), IDS :: Data Analytics, IDS :: Neuroscience",(1 FYW course) AND (1 Biology course) and instructor permission,BIO 222-01L - Research and Analysis,Lecture
64,BIO 222,01L,Research and Analysis,"GER - Writing :: WR (Writing-Research Intensive), IDS :: Data Analytics, IDS :: Neuroscience",(1 FYW course) AND (1 Biology course) and instructor permission,BIO 222-01 - Research and Analysis,Laboratory
65,BIO 222,02,Research and Analysis,"GER - Writing :: WR (Writing-Research Intensive), IDS :: Data Analytics, IDS :: Neuroscience",(1 FYW course) AND (1 Biology course),BIO 222-02L - Research and Analysis,Lecture
66,BIO 222,02L,Research and Analysis,"GER - Writing :: WR (Writing-Research Intensive), IDS :: Data Analytics, IDS :: Neuroscience",(1 FYW course) AND (1 Biology course),BIO 222-02 - Research and Analysis,Laboratory
67,BIO 300,01,Cell Biology,IDS :: Neuroscience,CHM 110 AND (PSY 201 OR CHM 240 OR OR BIO 222),BIO 300-01L - Cell Biology,Lecture
68,BIO 300,01L,Cell Biology,IDS :: Neuroscience,CHM 110 AND (PSY 201 OR CHM 240 OR OR BIO 222),BIO 300-01 - Cell Biology,Laboratory
69,BIO 303,01,Biochemistry of the Cell,IDS :: Neuroscience,CHM 120 AND (BIO 222 OR PSY 201) AND Department Chair Permission Required,BIO 303-01L - Biochemistry of the Cell,Lecture
70,BIO 303,01L,Biochemistry of the Cell,IDS :: Neuroscience,CHM 120 AND (BIO 222 OR PSY 201) AND Department Chair Permission Required,BIO 303-01 - Biochemistry of the Cell,Laboratory
71,BIO 320,01,Animal Physiology,IDS :: Neuroscience,BIO 222 Research and Analysis,empty,Lecture
72,BIO 320,01L,Animal Physiology,IDS :: Neuroscience,BIO 222 Research and Analysis,empty,Laboratory
73,BIO 322,01,Human Physiology,IDS :: Neuroscience,BIO 111 Foundations of Biology,BIO 322-01L - Human Physiology,Lecture
74,BIO 322,01L,Human Physiology,IDS :: Neuroscience,BIO 111 Foundations of Biology,BIO 322-01 - Human Physiology,Laboratory
75,BIO 340,01,Ecology,"GER - Global Awareness :: NE (Humans and the Natural Environment), IDS :: Environmental Studies",BIO 222 Research and Analysis,BIO 340-01L - Ecology,Lecture
76,BIO 340,01L,Ecology,"GER - Global Awareness :: NE (Humans and the Natural Environment), IDS :: Environmental Studies",BIO 222 Research and Analysis,BIO 340-01 - Ecology,Laboratory
77,BIO 340,02,Ecology,"GER - Global Awareness :: NE (Humans and the Natural Environment), IDS :: Environmental Studies",BIO 222 Research and Analysis,BIO 340-02L - Ecology,Lecture
78,BIO 340,02L,Ecology,"GER - Global Awareness :: NE (Humans and the Natural Environment), IDS :: Environmental Studies",BIO 222 Research and Analysis,BIO 340-02 - Ecology,Laboratory
79,BIO 401,01,Economic Botany,GER - Global Awareness :: NE (Humans and the Natural Environment),BIO 101 OR BIO 102 OR BIO 111,BIO 401-01L - Economic Botany,Lecture
80,BIO 401,01L,Economic Botany,GER - Global Awareness :: NE (Humans and the Natural Environment),BIO 101 OR BIO 102 OR BIO 111,BIO 401-01 - Economic Botany,Laboratory
81,BIO 402,01,Ethnobiology,"GER - CORE :: NW - Natural World, GER - Global Awareness :: WC (World Cultures)",BIO 101 OR BIO 102 OR BIO 111,BIO 402-01L - Ethnobiology,Lecture
82,BIO 402,01L,Ethnobiology,"GER - CORE :: NW - Natural World, GER - Global Awareness :: WC (World Cultures)",BIO 101 OR BIO 102 OR BIO 111,BIO 402-01 - Ethnobiology,Laboratory
83,BIO 420,01,Comparative Anatomy and Embryology,IDS :: Neuroscience,BIO 111 Foundations of Biology,BIO 420-01L - Comparative Anatomy and Embryology,Lecture
84,BIO 420,01L,Comparative Anatomy and Embryology,IDS :: Neuroscience,BIO 111 Foundations of Biology,BIO 420-01 - Comparative Anatomy and Embryology,Laboratory
85,BIO 423,01,Marine Biology,"GER - CORE :: NWL - Natural World with Lab (meets requirements for BA/BM only), GER - Global Awareness :: NE (Humans and the Natural Environment)",Instructor permission required,BIO 423-01L - Marine Biology,Lecture
86,BIO 423,01L,Marine Biology,"GER - CORE :: NWL - Natural World with Lab (meets requirements for BA/BM only), GER - Global Awareness :: NE (Humans and the Natural Environment)",Instructor permission required,BIO 423-01 - Marine Biology,Laboratory
87,BIO 425,01,Developmental Biology,empty,(BIO 222) AND (BIO 210 OR BIO 211 OR BIO 212 OR BIO 213),BIO 425-01L - Developmental Biology,Lecture
88,BIO 425,01L,Developmental Biology,empty,(BIO 222) AND (BIO 210 OR BIO 211 OR BIO 212 OR BIO 213),BIO 425-01 - Developmental Biology,Laboratory
89,BIO 460,01,Neurobiology,IDS :: Neuroscience,PSY 202 OR BIO 222,BIO 460-01L - Neurobiology,Lecture
90,BIO 460,01L,Neurobiology,IDS :: Neuroscience,PSY 202 OR BIO 222,BIO 460-01 - Neurobiology,Laboratory
91,BIO 501,01,Independent Study,empty,Instructor permission required,empty,Lecture
92,BIO 501,06,Independent Study,empty,Instructor permission required,empty,Lecture
93,BIO 502,01,Research,empty,Instructor permission required,empty,Independent Study
94,BIO 502,02,Research,empty,Instructor permission required,empty,Independent Study
95,BIO 502,03,Research,empty,Instructor permission required,empty,Independent Study
96,BIO 502,04,Research,empty,Instructor permission required,empty,Independent Study
97,BIO 502,05,Research,empty,Instructor permission required,empty,Independent Study
98,BIO 502,06,Research,empty,Instructor permission required,empty,Independent Study
99,BIO 502,07,Research,empty,Instructor permission required,empty,Independent Study
100,BIO 502,08,Research,empty,Instructor permission required,empty,Independent Study
101,BIO 503,01,Individualized Internship,empty,Instructor permission required,empty,Independent Study
102,BIO 503,02,Individualized Internship,empty,Instructor permission required,empty,Independent Study
103,BIO 503,03,Individualized Internship,empty,Instructor permission required,empty,Independent Study
104,BIO 509,01,Experience in Research,empty,Instructor permission required,empty,Independent Study
105,BIO 509,08,Experience in Research,empty,Instructor permission required,empty,Independent Study
106,BUS 100,01,Personal Finance,empty,empty,empty,Lecture
107,BUS 100,02,Personal Finance,empty,empty,empty,Lecture
108,BUS 150,01,Perspectives on Business,empty,empty,empty,Lecture
109,BUS 230,01,Introduction to Data Analysis,IDS :: Data Analytics,ECN 111 Introduction to Economics,empty,Lecture
110,BUS 280,BLK,Data Visualization and Storytelling,empty,Instructor Permission Required,empty,Lecture
111,BUS 310,01,Business  Government  & Society,empty,empty,empty,Lecture
112,BUS 311,01,International Business,empty,ECN 111 Introduction to Economics,empty,Lecture
113,BUS 311,02,International Business,empty,ECN 111 Introduction to Economics,empty,Lecture
114,BUS 321,BLK,Marketing Strategy,empty,ACC 111 AND ECN 111 AND (ECN 120 OR MTH 120) AND (MTH 145 OR MTH 150),empty,Lecture
115,BUS 341,BLK,Introduction to Coporate Finance,empty,ACC 111 AND ECN 111 AND (ECN 120 OR MTH 120) AND (MTH 145 OR MTH 150),empty,Lecture
116,BUS 411,01,Entrepreneurship and New Venture Development,empty,empty,empty,Lecture
117,BUS 440,01,Investments Management,empty,BUS 340 OR BUS 341,empty,Lecture
118,BUS 450,01,Strategic Management,GER - Writing :: WR (Writing-Research Intensive),ACC 301 AND BUS 321 AND BUS 341,empty,Seminar
119,BUS 450,02,Strategic Management,GER - Writing :: WR (Writing-Research Intensive),ACC 301 AND BUS 321 AND BUS 341,empty,Seminar
120,BUS 501,01,Independent Study,empty,Instructor permission required,empty,Independent Study
121,BUS 501,02,Independent Study,empty,Instructor permission required,empty,Independent Study
122,BUS 501,03,Independent Study,empty,Instructor permission required,empty,Independent Study
123,BUS 501,04,Independent Study,empty,Instructor permission required,empty,Independent Study
124,BUS 503,01,Individualized Internship,empty,Instructor permission required,empty,Independent Study
125,BUS 503,02,Individualized Internship,empty,Instructor permission required,empty,Independent Study
126,CHM 075,01,Seminar in Chemistry,empty,empty,empty,Seminar
127,CHM 101,01,Chemistry and Global Awareness,"GER - CORE :: NW - Natural World, GER - Global Awareness :: NE (Humans and the Natural Environment), IDS :: Environmental Studies",No CHM 101 Equivalencies,empty,Lecture
128,CHM 101,02,Chemistry and Global Awareness,"GER - CORE :: NW - Natural World, GER - Global Awareness :: NE (Humans and the Natural Environment), IDS :: Environmental Studies",No CHM 101 Equivalencies,empty,Lecture
129,CHM 101,03,Chemistry and Global Awareness,"GER - CORE :: NW - Natural World, GER - Global Awareness :: NE (Humans and the Natural Environment), IDS :: Environmental Studies",No CHM 101 Equivalencies,empty,Lecture
130,CHM 101,04,Chemistry and Global Awareness,"GER - CORE :: NW - Natural World, GER - Global Awareness :: NE (Humans and the Natural Environment), IDS :: Environmental Studies",No CHM 101 Equivalencies,empty,Lecture
131,CHM 110,01,Foundations of Chemistry,"GER - CORE :: NWL - Natural World with Lab (meets requirement for BS and all other degree types), IDS :: Neuroscience",empty,"CHM 110-01A - Foundations of Chemistry, CHM 110-01L - Foundations of Chemistry",Lecture
132,CHM 110,01A,Foundations of Chemistry,"GER - CORE :: NWL - Natural World with Lab (meets requirement for BS and all other degree types), IDS :: Neuroscience",empty,"CHM 110-01 - Foundations of Chemistry, CHM 110-01L - Foundations of Chemistry",Combination
133,CHM 110,01L,Foundations of Chemistry,"GER - CORE :: NWL - Natural World with Lab (meets requirement for BS and all other degree types), IDS :: Neuroscience",empty,"CHM 110-01A - Foundations of Chemistry, CHM 110-01 - Foundations of Chemistry",Laboratory
134,CHM 110,02,Foundations of Chemistry,"GER - CORE :: NWL - Natural World with Lab (meets requirement for BS and all other degree types), IDS :: Neuroscience",empty,"CHM 110-02A - Foundations of Chemistry, CHM 110-02L - Foundations of Chemistry",Lecture
135,CHM 110,02A,Foundations of Chemistry,"GER - CORE :: NWL - Natural World with Lab (meets requirement for BS and all other degree types), IDS :: Neuroscience",empty,"CHM 110-02 - Foundations of Chemistry, CHM 110-02L - Foundations of Chemistry",Combination
136,CHM 110,02L,Foundations of Chemistry,"GER - CORE :: NWL - Natural World with Lab (meets requirement for BS and all other degree types), IDS :: Neuroscience",empty,"CHM 110-02A - Foundations of Chemistry, CHM 110-02 - Foundations of Chemistry",Laboratory
137,CHM 110,03,Foundations of Chemistry,"GER - CORE :: NWL - Natural World with Lab (meets requirement for BS and all other degree types), IDS :: Neuroscience",empty,"CHM 110-03A - Foundations of Chemistry, CHM 110-03L - Foundations of Chemistry",Lecture
138,CHM 110,03A,Foundations of Chemistry,"GER - CORE :: NWL - Natural World with Lab (meets requirement for BS and all other degree types), IDS :: Neuroscience",empty,"CHM 110-03 - Foundations of Chemistry, CHM 110-03L - Foundations of Chemistry",Combination
139,CHM 110,03L,Foundations of Chemistry,"GER - CORE :: NWL - Natural World with Lab (meets requirement for BS and all other degree types), IDS :: Neuroscience",empty,"CHM 110-03A - Foundations of Chemistry, CHM 110-03 - Foundations of Chemistry",Laboratory
140,CHM 110,04,Foundations of Chemistry,"GER - CORE :: NWL - Natural World with Lab (meets requirement for BS and all other degree types), IDS :: Neuroscience",empty,"CHM 110-04A - Foundations of Chemistry, CHM 110-04L - Foundations of Chemistry",Lecture
141,CHM 110,04A,Foundations of Chemistry,"GER - CORE :: NWL - Natural World with Lab (meets requirement for BS and all other degree types), IDS :: Neuroscience",empty,"CHM 110-04 - Foundations of Chemistry, CHM 110-04L - Foundations of Chemistry",Combination
142,CHM 110,04L,Foundations of Chemistry,"GER - CORE :: NWL - Natural World with Lab (meets requirement for BS and all other degree types), IDS :: Neuroscience",empty,"CHM 110-04A - Foundations of Chemistry, CHM 110-04 - Foundations of Chemistry",Laboratory
143,CHM 115,02,Kinetics Thermodynamics and the Environment,"GER - CORE :: NWL - Natural World with Lab (meets requirement for BS and all other degree types), GER - Global Awareness :: NE (Humans and the Natural Environment), IDS :: Neuroscience",CHM 110 Foundations of Chemistry,"CHM 115-02A - Kinetics Thermodynamics and the Environment, CHM 115-02L - Kinetics Thermodynamics and the Environment",Lecture
144,CHM 115,02A,Kinetics Thermodynamics and the Environment,"GER - CORE :: NWL - Natural World with Lab (meets requirement for BS and all other degree types), GER - Global Awareness :: NE (Humans and the Natural Environment), IDS :: Neuroscience",CHM 110 Foundations of Chemistry,"CHM 115-02 - Kinetics Thermodynamics and the Environment, CHM 115-02L - Kinetics Thermodynamics and the Environment",Combination
145,CHM 115,02L,Kinetics Thermodynamics and the Environment,"GER - CORE :: NWL - Natural World with Lab (meets requirement for BS and all other degree types), GER - Global Awareness :: NE (Humans and the Natural Environment), IDS :: Neuroscience",CHM 110 Foundations of Chemistry,"CHM 115-02A - Kinetics Thermodynamics and the Environment, CHM 115-02 - Kinetics Thermodynamics and the Environment",Laboratory
146,CHM 115,03,Kinetics Thermodynamics and the Environment,"GER - CORE :: NWL - Natural World with Lab (meets requirement for BS and all other degree types), GER - Global Awareness :: NE (Humans and the Natural Environment), IDS :: Neuroscience",CHM 110 Foundations of Chemistry,"CHM 115-03A - Kinetics Thermodynamics and the Environment, CHM 115-03L - Kinetics Thermodynamics and the Environment",Lecture
147,CHM 115,03A,Kinetics Thermodynamics and the Environment,"GER - CORE :: NWL - Natural World with Lab (meets requirement for BS and all other degree types), GER - Global Awareness :: NE (Humans and the Natural Environment), IDS :: Neuroscience",CHM 110 Foundations of Chemistry,"CHM 115-03 - Kinetics Thermodynamics and the Environment, CHM 115-03L - Kinetics Thermodynamics and the Environment",Combination
148,CHM 115,03L,Kinetics Thermodynamics and the Environment,"GER - CORE :: NWL - Natural World with Lab (meets requirement for BS and all other degree types), GER - Global Awareness :: NE (Humans and the Natural Environment), IDS :: Neuroscience",CHM 110 Foundations of Chemistry,"CHM 115-03A - Kinetics Thermodynamics and the Environment, CHM 115-03 - Kinetics Thermodynamics and the Environment",Laboratory
149,CHM 120,01,Organic Chemistry,"GER - CORE :: NWL - Natural World with Lab (meets requirement for BS and all other degree types), IDS :: Neuroscience","CHM 115 Kinetics, Thermodynamics and the Environment",CHM 120-01L - Organic Chemistry,Lecture
150,CHM 120,01L,Organic Chemistry,"GER - CORE :: NWL - Natural World with Lab (meets requirement for BS and all other degree types), IDS :: Neuroscience","CHM 115 Kinetics, Thermodynamics and the Environment",CHM 120-01 - Organic Chemistry,Laboratory
151,CHM 120,02,Organic Chemistry,"GER - CORE :: NWL - Natural World with Lab (meets requirement for BS and all other degree types), IDS :: Neuroscience","CHM 115 Kinetics, Thermodynamics and the Environment",CHM 120-02L - Organic Chemistry,Lecture
152,CHM 120,02L,Organic Chemistry,"GER - CORE :: NWL - Natural World with Lab (meets requirement for BS and all other degree types), IDS :: Neuroscience","CHM 115 Kinetics, Thermodynamics and the Environment",CHM 120-02 - Organic Chemistry,Laboratory
153,CHM 220,01,Bio-Organic Chemistry,IDS :: Neuroscience,CHM 120 Organic Chemistry,empty,Lecture
154,CHM 220,02,Bio-Organic Chemistry,IDS :: Neuroscience,CHM 120 Organic Chemistry,empty,Lecture
155,CHM 230,01,Inorganic Chemistry,empty,CHM 120 Organic Chemistry,empty,Lecture
156,CHM 230,01L,Inorganic Chemistry,empty,CHM 120 Organic Chemistry,empty,Laboratory
157,CHM 240,01,Experimental Techniques,empty,CHM 120 Organic Chemistry,CHM 240-01L - Experimental Techniques,Lecture
158,CHM 240,01L,Experimental Techniques,empty,CHM 120 Organic Chemistry,CHM 240-01 - Experimental Techniques,Laboratory
159,CHM 240,02,Experimental Techniques,empty,CHM 120 Organic Chemistry,CHM 240-02L - Experimental Techniques,Lecture
160,CHM 240,02L,Experimental Techniques,empty,CHM 120 Organic Chemistry,CHM 240-02 - Experimental Techniques,Laboratory
161,CHM 330,01,Analytical Chemistry,empty,CHM 310 AND Instructor Permission Required,CHM 330-01L - Analytical Chemistry,Lecture
162,CHM 330,01L,Analytical Chemistry,empty,CHM 310 AND Instructor Permission Required,CHM 330-01 - Analytical Chemistry,Laboratory
163,CHM 330,02,Analytical Chemistry,empty,CHM 310 Physical Chemistry I,CHM 330-02L - Analytical Chemistry,Lecture
164,CHM 330,02L,Analytical Chemistry,empty,CHM 310 Physical Chemistry I,CHM 330-02 - Analytical Chemistry,Laboratory
165,CHM 340,01,Physical Chemistry II,empty,CHM  310 AND MTH 160 AND PHY 112,CHM 340-01L - Physical Chemistry II,Lecture
166,CHM 340,01L,Physical Chemistry II,empty,CHM  310 AND MTH 160 AND PHY 112,CHM 340-01 - Physical Chemistry II,Laboratory
167,CHM 430,01,Advanced Topics in Inorganic Chemistry,empty,CHM 240 Experimental Techniques,empty,Lecture
168,CHM 445,01,Advanced Topics in Physical Chemistry (Astrochemistry),empty,CHM 310 Physical Chemistry I,empty,Lecture
169,CHM 465,01,Advanced Biological Chemistry,empty,CHM 460 Biological Chemistry,CHM 465-01L - Advanced Biological Chemistry,Lecture
170,CHM 465,01L,Advanced Biological Chemistry,empty,CHM 460 Biological Chemistry,CHM 465-01 - Advanced Biological Chemistry,Laboratory
171,CHM 502,01,Undergraduate Research,empty,Instructor permission required,empty,Independent Study
172,CHM 502,02,Undergraduate Research,empty,Instructor permission required,empty,Independent Study
173,CHM 502,03,Undergraduate Research,empty,Instructor permission required,empty,Independent Study
174,CHM 502,04,Undergraduate Research,empty,Instructor permission required,empty,Independent Study
175,CHM 502,05,Undergraduate Research,empty,Instructor permission required,empty,Independent Study
176,CHM 502,06,Undergraduate Research,empty,Instructor permission required,empty,Independent Study
177,CHM 502,07,Undergraduate Research,empty,Instructor permission required,empty,Independent Study
178,CHM 502,08,Undergraduate Research,empty,Instructor permission required,empty,Independent Study
179,CHM 502,09,Undergraduate Research,empty,Instructor permission required,empty,Independent Study
180,CHM 502,10,Undergraduate Research,empty,Instructor permission required,empty,Independent Study
181,CHM 502,11,Undergraduate Research,empty,Instructor permission required,empty,Independent Study
182,CHM 511,01,Undergraduate Thesis II,GER - Writing :: WR (Writing-Research Intensive),CHM 510 Undergraduate Thesis I,empty,Independent Study
183,CHM 511,02,Undergraduate Thesis II,GER - Writing :: WR (Writing-Research Intensive),CHM 510 Undergraduate Thesis I,empty,Independent Study
184,CHM 511,03,Undergraduate Thesis II,GER - Writing :: WR (Writing-Research Intensive),CHM 510 Undergraduate Thesis I,empty,Independent Study
185,CHM 511,04,Undergraduate Thesis II,GER - Writing :: WR (Writing-Research Intensive),CHM 510 Undergraduate Thesis I,empty,Independent Study
186,CHM 511,05,Undergraduate Thesis II,GER - Writing :: WR (Writing-Research Intensive),CHM 510 Undergraduate Thesis I,empty,Independent Study
187,CHM 511,06,Undergraduate Thesis II,GER - Writing :: WR (Writing-Research Intensive),CHM 510 Undergraduate Thesis I,empty,Independent Study
188,CHM 511,07,Undergraduate Thesis II,GER - Writing :: WR (Writing-Research Intensive),CHM 510 Undergraduate Thesis I,empty,Independent Study
189,CHM 511,08,Undergraduate Thesis II,GER - Writing :: WR (Writing-Research Intensive),CHM 510 Undergraduate Thesis I,empty,Independent Study
190,CHM 511,09,Undergraduate Thesis II,GER - Writing :: WR (Writing-Research Intensive),CHM 510 Undergraduate Thesis I,empty,Independent Study
191,CHM 511,10,Undergraduate Thesis II,GER - Writing :: WR (Writing-Research Intensive),CHM 510 Undergraduate Thesis I,empty,Independent Study
192,CHM 511,11,Undergraduate Thesis II,GER - Writing :: WR (Writing-Research Intensive),CHM 510 Undergraduate Thesis I,empty,Independent Study
193,CHM 511,12,Undergraduate Thesis II,GER - Writing :: WR (Writing-Research Intensive),CHM 510 Undergraduate Thesis I,empty,Independent Study
194,CHM 511,13,Undergraduate Thesis II,GER - Writing :: WR (Writing-Research Intensive),CHM 510 Undergraduate Thesis I,empty,Independent Study
