CourseCode,Section,CourseTitle,RoomId,Days,Time,Status,InstructorName,Mode,Fill
MUS 551D,01,Percussion,MUS 551C-01 - Percussion,,,Open,Omar Carmenates,In-Person,0/24
MUS 551E,01,Percussion,MUS 551D-01 - Percussion,,,Open,Omar Carmenates,In-Person,6/24
MUS 552,01,Drum Set,MUS 551E-01 - Percussion,,,Open,Omar Carmenates,In-Person,1/24
MUS 552A,01,Drum Set,MUS 552-01 - Drum Set,,,Open,Justin Watt,In-Person,4/24
MUS 552B,01,Drum Set,MUS 552A-01 - Drum Set,,,Open,Justin Watt,In-Person,1/24
MUS 552C,01,Drum Set,MUS 552B-01 - Drum Set,,,Open,Justin Watt,In-Person,0/24
MUS 552D,01,Drum Set,MUS 552C-01 - Drum Set,,,Open,Justin Watt,In-Person,0/24
MUS 552E,01,Drum Set,MUS 552D-01 - Drum Set,,,Open,Justin Watt,In-Person,5/24
MUS 561,01,Piano,MUS 552E-01 - Drum Set,,,Open,Justin Watt,In-Person,0/24
MUS 561,02,Piano,DMB-RCT,W,5:30 PM - 6:20 PM,Open,David Gross,In-Person,4/24
MUS 561A,01,Piano,W | 4:00 PM - 5:30 PM,,,Open,Derek Parsons,In-Person,3/24
MUS 561A,02,Piano,W | 5:30 PM - 6:20 PM,,,Open,David Gross,In-Person,1/24
MUS 561C,01,Piano,W | 4:00 PM - 5:30 PM,,,Open,Derek Parsons,In-Person,1/24
MUS 561C,02,Piano,W | 5:30 PM - 6:20 PM,,,Open,David Gross,In-Person,1/24
MUS 561D,01,Piano,W | 4:00 PM - 5:30 PM,,,Open,Derek Parsons,In-Person,1/24
MUS 561D,02,Piano,W | 5:30 PM - 6:20 PM,,,Open,David Gross,In-Person,4/24
MUS 561E,01,Piano,W | 4:00 PM - 5:30 PM,,,Open,Derek Parsons,In-Person,4/24
MUS 561E,02,Piano,W | 5:30 PM - 6:20 PM,,,Open,David Gross,In-Person,1/24
MUS 562,01,Organ,W | 4:00 PM - 5:30 PM,,,Open,Derek Parsons,In-Person,6/24
MUS 562A,01,Organ,MUS 562-01 - Organ,,,Open,David Rhyne,In-Person,2/24
MUS 562C,01,Organ,MUS 562A-01 - Organ,,,Open,David Rhyne,In-Person,2/24
MUS 562D,01,Organ,MUS 562C-01 - Organ,,,Open,David Rhyne,In-Person,0/24
MUS 562E,01,Organ,MUS 562D-01 - Organ,,,Open,David Rhyne,In-Person,4/24
MUS 563,01,Harpsichord,MUS 562E-01 - Organ,,,Open,David Rhyne,In-Person,2/24
MUS 563A,01,Harpsichord,MUS 563-01 - Harpsichord,,,Open,David Rhyne,In-Person,0/24
MUS 563C,01,Harpsichord,MUS 563A-01 - Harpsichord,,,Open,David Rhyne,In-Person,0/24
MUS 563D,01,Harpsichord,MUS 563C-01 - Harpsichord,,,Open,David Rhyne,In-Person,0/24
MUS 563E,01,Harpsichord,MUS 563D-01 - Harpsichord,,,Open,David Rhyne,In-Person,0/24
MUS 569,01,Jazz Piano,MUS 563E-01 - Harpsichord,,,Open,David Rhyne,In-Person,0/24
MUS 569,02,Jazz Piano,MUS 569-01 - Jazz Piano,,,Open,Keith Davis,In-Person,2/24
MUS 569A,01,Jazz Piano,MUS 569-02 - Jazz Piano,,,Open,Joseph Hoover,In-Person,1/24
MUS 569C,01,Jazz Piano,MUS 569A-01 - Jazz Piano,,,Open,Keith Davis,In-Person,0/24
MUS 569D,01,Jazz Piano,MUS 569C-01 - Jazz Piano,,,Open,Keith Davis,In-Person,0/24
MUS 569E,01,Jazz Piano,MUS 569D-01 - Jazz Piano,,,Open,Keith Davis,In-Person,0/24
MUS 570,01,Bluegrass Fiddle,MUS 569E-01 - Jazz Piano,,,Open,Keith Davis,In-Person,0/24
MUS 570A,01,Bluegrass Fiddle,MUS 570-01 - Bluegrass Fiddle,,,Open,Andrew Carlson,In-Person,0/12
MUS 570D,01,Bluegrass Fiddle,MUS 570A-01 - Bluegrass Fiddle,,,Open,Andrew Carlson,In-Person,2/12
MUS 570E,01,Bluegrass Fiddle,MUS 570D-01 - Bluegrass Fiddle,,,Open,Andrew Carlson,In-Person,4/12
MUS 571,01,Bluegrass Mandolin,MUS 570E-01 - Bluegrass Fiddle,,,Open,Andrew Carlson,In-Person,0/12
MUS 571A,01,Bluegrass Mandolin,MUS 571-01 - Bluegrass Mandolin,,,Open,Andrew Carlson,In-Person,0/12
MUS 571D,01,Bluegrass Mandolin,MUS 571A-01 - Bluegrass Mandolin,,,Open,Andrew Carlson,In-Person,1/12
MUS 571E,01,Bluegrass Mandolin,MUS 571D-01 - Bluegrass Mandolin,,,Open,Andrew Carlson,In-Person,10/12
MUS 572,01,Music Composition,MUS 571E-01 - Bluegrass Mandolin,,,Open,Andrew Carlson,In-Person,0/12
MUS 572A,01,Music Composition,MUS 572-01 - Music Composition,,,Open,Samuel Hunter,In-Person,2/0
MUS 572D,01,Music Composition,MUS 572A-01 - Music Composition,,,Open,Samuel Hunter,In-Person,2/0
MUS 572E,01,Music Composition,MUS 572D-01 - Music Composition,,,Open,Samuel Hunter,In-Person,2/0
NSC 401,01,Current Topics in Neuroscience,MUS 572E-01 - Music Composition,,,Open,Samuel Hunter,In-Person,0/0
NSC 401,02,Current Topics in Neuroscience,JHN-212,F,2:30 PM - 5:20 PM,Open,"David Hollis, Onarae Rice",In-Person,10/12
PHL 101,01,Introduction to Philosophy,JHN-212,F,2:30 PM - 5:20 PM,Closed,"David Hollis, Onarae Rice",In-Person,12/12
PHL 101,02,Introduction to Philosophy,FUR-126,TR,4:00 PM - 5:15 PM,Open,Eiho Baba,In-Person,19/20
PHL 101,03,Introduction to Philosophy,FUR-110,TR,11:30 AM - 12:45 PM,Closed,David Gandolfo,In-Person,21/20
PHL 101,04,Introduction to Philosophy,FUR-126,TR,1:00 PM - 2:15 PM,Open,Darren Hick,In-Person,19/20
PHL 101,05,Introduction to Philosophy,FUR-127,TR,2:30 PM - 3:45 PM,Open,Darren Hick,In-Person,21/24
PHL 101,06,Introduction to Philosophy,FUR-201,MWF,11:30 AM - 12:20 PM,Open,Mark Stone,In-Person,19/20
PHL 101,07,Introduction to Philosophy,FUR-126,TR,10:00 AM - 11:15 AM,Open,Sarah Worth,In-Person,19/20
PHL 101,08,Introduction to Philosophy,FUR-126,TR,11:30 AM - 12:45 PM,Closed,Sarah Worth,In-Person,20/20
PHL 200,01,Logic,FUR-109,W,2:30 PM - 5:20 PM,Open,David Gandolfo,In-Person,23/24
PHL 208,01,Ethics,FUR-127,MWF,10:30 AM - 11:20 AM,Open,Mark Stone,In-Person,18/24
PHL 211,01,Modern Philosophy,FUR-126,TR,2:30 PM - 3:45 PM,Open,Carmela Epright,In-Person,14/20
PHL 215,01,Philosophy of Religion,JHN-106G,TR,1:00 PM - 2:15 PM,Open,Mark Stone,In-Person,7/10
PHL 270,01,Africana Philosophies,FUR-126,R,6:00 PM - 8:30 PM,Open,Aaron Simmons,In-Person,18/24
PHL 310,01,Social and Political Philosophy,JHN-206H,TR,10:00 AM - 11:15 AM,Open,David Gandolfo,In-Person,15/16
PHL 317,01,Twentieth Century Philosophy,JHN-212,TR,11:30 AM - 12:45 PM,Closed,Erik Anderson,In-Person,22/20
PHL 370,01,Philosophers  Movements and Problems (Radical Political Theory),FUR-109,MWF,1:30 PM - 2:20 PM,Open,Darren Hick,In-Person,6/20
PHL 370,02,"Philosophers  Movements and Problems (Ethics, the Media, and Mental Illness)",FUR-126,T,6:00 PM - 8:30 PM,Open,Aaron Simmons,In-Person,9/20
PHL 420,01,Metaphysics: Reality  Identity and Possible Worlds,FUR-127,W,6:00 PM - 8:30 PM,Open,Carmela Epright,In-Person,13/20
PHL 499,01,Philosophy for Life,FUR-118,M,2:30 PM - 5:20 PM,Open,Eiho Baba,In-Person,16/24
PHL 507,01,Senior Honor Thesis II,FUR-127,TR,4:00 PM - 5:15 PM,Open,Aaron Simmons,In-Person,5/18
PHL 507,02,Senior Honor Thesis II,PHL 507-01 - Senior Honor Thesis II,,,Open,Erik Anderson,In-Person,1/0
PHY 111,01,General Physics I,PHL 507-02 - Senior Honor Thesis II,,,Open,Aaron Simmons,In-Person,1/0
PHY 111,01L,General Physics I,PYR-222,MWF,9:30 AM - 10:20 AM,Open,Bill Brantley,In-Person,29/30
PHY 111,02L,General Physics I,RNK-252,M,1:30 PM - 3:30 PM,Open,Courtney Kucera,In-Person,13/14
PHY 111,03L,General Physics I,RNK-252,T,9:30 AM - 11:30 AM,Open,Courtney Kucera,In-Person,2/14
PHY 112,01,General Physics II,RNK-252,W,3:30 PM - 5:30 PM,Closed,Courtney Kucera,In-Person,14/14
PHY 112,01L,General Physics II,PYR-126,MWF,8:30 AM - 9:20 AM,Open,Jeremy Gulley,In-Person,32/42
PHY 112,02,General Physics II,RNK-251,M,3:30 PM - 5:30 PM,Closed,Courtney Kucera,In-Person,15/14
PHY 112,02L,General Physics II,PYR-222,MWF,11:30 AM - 12:20 PM,Open,David Moffett,In-Person,27/30
PHY 112,03L,General Physics II,RNK-251,T,1:00 PM - 3:00 PM,Open,Courtney Kucera,In-Person,13/14
PHY 112,04L,General Physics II,RNK-251,W,1:30 PM - 3:30 PM,Closed,Courtney Kucera,In-Person,16/14
PHY 312,01,Classical Mechanics II,RNK-251,R,9:30 AM - 11:30 AM,Closed,Courtney Kucera,In-Person,15/14
PHY 322,01,Electromagnetic Theory II,PYR-204,MWF,1:30 PM - 2:20 PM,Closed,David Moffett,In-Person,11/10
PHY 322,TU,Electromagnetic Theory II,PYR-204,MWF,9:30 AM - 10:20 AM,Open,David Moffett,In-Person,5/15
PHY 331,01,Thermodynamics,PHY 322-TU - Electromagnetic Theory II,,,Closed,David Moffett,In-Person,2/0
PHY 502,01,Research,PYR-204,TR,11:30 AM - 12:45 PM,Closed,Bill Brantley,In-Person,14/10
PHY 504,01,Directed Independent Study,PHY 502-01 - Research,,,Open,Courtney Kucera,In-Person,1/0
POL 101,01,Introduction to American Government,PHY 504-01 - Directed Independent Study,,,Closed,Jeremy Gulley,In-Person,3/0
POL 101,02,Introduction to American Government,JHN-101,MWF,9:30 AM - 10:20 AM,Open,Danielle Vinson,In-Person,17/18
POL 102,01,Introduction to World Politics,JHN-105,TR,1:00 PM - 2:15 PM,Closed,Liz Smith,In-Person,19/18
POL 102,02,Introduction to World Politics,JHN-101,TR,1:00 PM - 2:15 PM,Open,Buket Oztas,In-Person,17/18
POL 102,03,Introduction to World Politics,JHN-101,MWF,10:30 AM - 11:20 AM,Closed,Mike Bressler,In-Person,18/18
POL 103,01,Introduction to Political Thought,JHN-101,TR,10:00 AM - 11:15 AM,Open,Akan Malici,In-Person,17/18
POL 103,02,Introduction to Political Thought,JHN-201,MWF,9:30 AM - 10:20 AM,Closed,Mary Craig,In-Person,18/16
POL 150,01,Introduction to Political Analysis,JHN-208,MWF,1:30 PM - 2:20 PM,Closed,Mary Craig,In-Person,16/16
POL 150,01L,Introduction to Political Analysis,JHN-109,TR,8:30 AM - 9:45 AM,Open,David Fleming,In-Person,11/15
POL 150,02,Introduction to Political Analysis,JHN-203,W,3:30 PM - 4:20 PM,Open,David Fleming,In-Person,11/15
POL 150,02L,Introduction to Political Analysis,JHN-109,TR,10:00 AM - 11:15 AM,Open,David Fleming,In-Person,14/15
POL 200,01,Native American Politics,JHN-203,W,2:30 PM - 3:20 PM,Open,David Fleming,In-Person,14/15
POL 205,01,Public Policy in the United States,JHN-109,MWF,11:30 AM - 12:20 PM,Open,Danielle Vinson,In-Person,14/15
POL 208,TU,Urban Politics,JHN-212,TR,1:00 PM - 2:15 PM,Closed,David Fleming,In-Person,17/15
POL 221,01,Politics of European Union,POL 208-TU - Urban Politics,,,Open,Glen Halva-Neubauer,In-Person,4/12
POL 223,01,Politics of Developing Nations,JHN-109,MWF,10:30 AM - 11:20 AM,Closed,Brent Nelsen,In-Person,20/15
POL 224,01,Politics of Africa,FUR-209,TR,10:00 AM - 11:15 AM,Closed,Kate Kaup,In-Person,15/15
POL 226,01,Politics of China,JHN-111I,TR,10:00 AM - 11:15 AM,Open,Buket Oztas,In-Person,12/15
POL 250,01,International Relations,JHN-207,TR,1:00 PM - 2:15 PM,Closed,Kate Kaup,In-Person,15/15
POL 252,01,American Foreign Policy,JHN-101,MWF,1:30 PM - 2:20 PM,Open,Mike Bressler,In-Person,12/15
POL 255,01,Understanding Terrorism,JHN-101,MWF,11:30 AM - 12:20 PM,Open,Cleve Fraser,In-Person,14/15
POL 259-01 - The Arab-Israeli Conflict,,,JHN-109,TR,11:30 AM - 12:45 PM,Closed,Akan Malici,In-Person,15/15
POL 290,01,Civil Discourse,JHN-109,TR,1:00 PM - 2:15 PM,Open,Akan Malici,In-Person,14/15
POL 375-01 - Issues in Political Thought (Anti-Colonial Political Thought),,,JHN-105,W,2:30 PM - 5:20 PM,Open,Liz Smith,In-Person,12/15
POL 406,01,Fieldwork in State and Local Public Affairs,JHN-111I,TR,11:30 AM - 12:45 PM,Open,Mary Craig,In-Person,10/15
POL 504,01,Directed Independent Study,JHN-212,T,2:30 PM - 5:20 PM,Open,Cleve Fraser,In-Person,12/15
POL 504,02,Directed Independent Study,POL 504-01 - Directed Independent Study,,,Open,Glen Halva-Neubauer,In-Person,1/0
POL 504,03,Directed Independent Study,POL 504-02 - Directed Independent Study,,,Open,Glen Halva-Neubauer,In-Person,1/0
POL 504,04,Directed Independent Study,POL 504-03 - Directed Independent Study,,,Open,Glen Halva-Neubauer,In-Person,1/0
PSY 111,02,Introduction to Psychology,POL 504-04 - Directed Independent Study,,,Open,Cleve Fraser,In-Person,1/0
PSY 111,03,Introduction to Psychology,JHN-208,TR,1:00 PM - 2:15 PM,Open,Adam Putnam,In-Person,29/30
PSY 111,04,Introduction to Psychology,JHN-208,MWF,9:30 AM - 10:20 AM,Closed,Veronica Flores,In-Person,31/30
PSY 201,01,Research Methods and Statistics I,JHN-201,MWF,10:30 AM - 11:20 AM,Closed,Riley McCallus,In-Person,30/30
PSY 201,01L,Research Methods and Statistics I,JHN-207,MWF,10:30 AM - 12:20 PM,Closed,Cinnamon Stetler,In-Person,14/14
PSY 201,02,Research Methods and Statistics I,JHN-207,T,2:30 PM - 5:30 PM,Closed,Cinnamon Stetler,In-Person,14/14
PSY 201,02L,Research Methods and Statistics I,JHN-207,MWF,8:30 AM - 10:20 AM,Closed,Grace Binion,In-Person,14/14
PSY 202,01,Research Methods and Statistics II,JHN-207,R,2:30 PM - 5:20 PM,Closed,Grace Binion,In-Person,14/14
PSY 202,01L,Research Methods and Statistics II,JHN-207,MWF,10:30 AM - 12:20 PM,Closed,Erin Hahn,In-Person,14/14
PSY 202,02,Research Methods and Statistics II,JHN-207,T,2:30 PM - 5:30 PM,Closed,Erin Hahn,In-Person,14/14
PSY 202,02L,Research Methods and Statistics II,JHN-207,MWF,8:30 AM - 10:20 AM,Closed,Grace Binion,In-Person,14/14
PSY 211,01,Childhood and Adolescence,JHN-207,R,2:30 PM - 5:20 PM,Closed,Grace Binion,In-Person,14/14
PSY 211,02,Childhood and Adolescence,JHN-208,TR,11:30 AM - 12:45 PM,Closed,Amanda Burkholder,In-Person,25/25
PSY 212,01,Social Psychology,JHN-208,TR,2:30 PM - 3:45 PM,Closed,Amanda Burkholder,In-Person,25/25
PSY 214,01,Health Psychology,JHN-201,TR,11:30 AM - 12:45 PM,Closed,Riley McCallus,In-Person,26/25
PSY 215,01,Organizational Psychology,JHN-207,MWF,2:30 PM - 3:20 PM,Closed,Cinnamon Stetler,In-Person,25/25
PSY 218,01,Adult Psychopathology,JHN-201,MWF,11:30 AM - 12:20 PM,Closed,Riley McCallus,In-Person,26/25
PSY 219,01,"Stereotyping, Prejudice, & Discrimination",JHN-201,TR,10:00 AM - 11:15 AM,Closed,Kerstin Blomquist,In-Person,26/25
PSY 221,01,Applied Sports Psychology,JHN-105,TR,4:00 PM - 5:15 PM,Open,Franklin Ellis,In-Person,23/25
PSY 320,01,Introduction to Biopsychology,JHN-212,TR,8:30 AM - 9:45 AM,Open,Suzanne Dodd,In-Person,13/25
PSY 320,01L,Introduction to Biopsychology,JHN-207,TR,10:00 AM - 11:15 AM,Closed,Onarae Rice,In-Person,25/24
PSY 322,01,Memory and Cognition,JHN-216,W,2:30 PM - 5:20 PM,Closed,Onarae Rice,In-Person,25/24
PSY 327,01,Functional Neuroanatomy,JHN-208,MWF,10:30 AM - 11:20 AM,Closed,Adam Putnam,In-Person,25/24
PSY 328,01,Sensation and Perception,JHN-212,TR,10:00 AM - 11:15 AM,Open,Erin Wamsley,In-Person,13/18
PSY 328,01L,Sensation and Perception,JHN-207,MWF,1:30 PM - 2:20 PM,Closed,Veronica Flores,In-Person,24/24
PSY 418,01,Eating Disorders,JHN-216,M,2:30 PM - 5:30 PM,Closed,Veronica Flores,In-Person,24/24
PSY 418,01L,Eating Disorders,JHN-201,T,2:30 PM - 5:20 PM,Closed,Kerstin Blomquist,In-Person,12/12
PSY 485,01,Memory & Metacognition of Learning,JHN-201,R,2:30 PM - 5:20 PM,Closed,Kerstin Blomquist,In-Person,12/12
PSY 505,01,Structured Internship,JHN-206H,T,2:30 PM - 5:20 PM,Open,Adam Putnam,In-Person,8/12
PSY 505,02,Structured Internship,PSY 505-01 - Structured Internship,,,Open,Kerstin Blomquist,In-Person,3/0
PSY 509,01,Supervised Research,PSY 505-02 - Structured Internship,,,Open,Kerstin Blomquist,In-Person,4/0
PSY 509,02,Supervised Research,PSY 509-01 - Supervised Research,,,Open,Amanda Burkholder,In-Person,6/0
PSY 509,03,Supervised Research,PSY 509-02 - Supervised Research,,,Open,Veronica Flores,In-Person,1/0
PSY 509,04,Supervised Research,PSY 509-03 - Supervised Research,,,Open,Adam Putnam,In-Person,4/0
PSY 509,05,Supervised Research,PSY 509-04 - Supervised Research,,,Open,Grace Binion,In-Person,1/0
PSY 509,06,Supervised Research,PSY 509-05 - Supervised Research,,,Open,Onarae Rice,In-Person,1/0
PSY 509,07,Supervised Research,PSY 509-06 - Supervised Research,,,Open,Kerstin Blomquist,In-Person,4/0
PSY 509,08,Supervised Research,PSY 509-07 - Supervised Research,,,Open,Riley McCallus,In-Person,1/0
PSY 510,01,Thesis,PSY 509-08 - Supervised Research,,,Open,Grace Binion,In-Person,1/0
PSY 510,02,Thesis,PSY 510-01 - Thesis,,,Closed,Erin Hahn,In-Person,1/0
PSY 510,03,Thesis,PSY 510-02 - Thesis,,,Closed,Riley McCallus,In-Person,1/0
PSY 510,04,Thesis,PSY 510-03 - Thesis,,,Closed,Adam Putnam,In-Person,1/0
PTH 102,AB,Pathways 102,PSY 510-04 - Thesis,,,Closed,Erin Wamsley,In-Person,1/0
PTH 102,AC,Pathways 102,JHN-212,W,12:30 PM - 1:20 PM,Open,Amanda Burkholder,In-Person,14/15
PTH 102,AD,Pathways 102,FUR-108,W,12:30 PM - 1:20 PM,Closed,Andy Coe,In-Person,15/15
PTH 102,ANR,Pathways 102,HIP-106,M,12:30 PM - 1:20 PM,Closed,Allison Diaz,In-Person,16/15
PTH 102,BB,Pathways 102,HIP-204,W,12:30 PM - 1:20 PM,Closed,Anna Notation-Rhoades,In-Person,15/15
PTH 102,BH,Pathways 102,FUR-208,M,12:30 PM - 1:20 PM,Closed,Bryan Bibb,In-Person,15/15
PTH 102,BI,Pathways 102,FUR-207,W,12:30 PM - 1:20 PM,Closed,Brad Harmon,In-Person,15/15
PTH 102,CD,Pathways 102,FUR-121,W,12:30 PM - 1:20 PM,Closed,Brandon Inabinet,In-Person,15/15
PTH 102,CFW,Pathways 102,FUR-106,M,12:30 PM - 1:20 PM,Open,Caroline Davis,In-Person,13/15
PTH 102,CM,Pathways 102,FUR-209,W,12:30 PM - 1:20 PM,Closed,Courtney Firman-Watkins,In-Person,16/15
PTH 102,CS,Pathways 102,HIP-202,M,12:30 PM - 1:20 PM,Open,Charmaine Moore,In-Person,13/15
PTH 102,DH,Pathways 102,JHN-106G,M,12:30 PM - 1:20 PM,Closed,Cathy Stevens,In-Person,15/15
PTH 102,DS,Pathways 102,PYR-143,W,12:30 PM - 1:20 PM,Closed,Dennis Haney,In-Person,15/15
PTH 102,DV,Pathways 102,HMP-121,W,12:30 PM - 1:20 PM,Closed,David Stanley,In-Person,15/15
PTH 102,GB,Pathways 102,JHN-111I,M,12:30 PM - 1:20 PM,Closed,Danielle Vinson,In-Person,15/15
PTH 102,HP,Pathways 102,JHN-206H,W,12:30 PM - 1:20 PM,Open,Grace Binion,In-Person,13/15
PTH 102,IB,Pathways 102,FUR-201,M,12:30 PM - 1:20 PM,Open,Holly Pinheiro,In-Person,14/15
PTH 102,JB,Pathways 102,PAC-113,M,12:30 PM - 1:20 PM,Open,Ian Brown,In-Person,14/15
PTH 102,JH,Pathways 102,HIP-104,M,12:30 PM - 1:20 PM,Open,Judy Bagley,In-Person,14/15
PTH 102,JK,Pathways 102,RLY-103,W,12:30 PM - 1:20 PM,Closed,Jessica Hennessey,In-Person,15/15
PTH 102,JM,Pathways 102,JHN-212,M,12:30 PM - 1:20 PM,Open,Jessica Koenig,In-Person,12/15
PTH 102,KA,Pathways 102,JHN-105,W,12:30 PM - 1:20 PM,Closed,Joseph Merry,In-Person,16/15
PTH 102,KB,Pathways 102,PYR-103,M,12:30 PM - 1:20 PM,Closed,Karen Allen,In-Person,15/15
PTH 102,KF,Pathways 102,FUR-126,M,12:30 PM - 1:20 PM,Closed,Katie Beeson,In-Person,16/15
PTH 102,KK1,Pathways 102,PAC-114,W,12:30 PM - 1:20 PM,Open,Kelly Frazier,In-Person,14/15
PTH 102,LF,Pathways 102,RAB-LLR,M,12:30 PM - 1:20 PM,Closed,Kevin Kao,In-Person,15/15
PTH 102,LJ,Pathways 102,JHN-101,W,12:30 PM - 1:20 PM,Closed,Leo Fackler,In-Person,15/15
PTH 102,LP,Pathways 102,HIP-202,W,12:30 PM - 1:20 PM,Open,Lexie Johnson,In-Person,14/15
PTH 102,LS,Pathways 102,FUR-118,W,12:30 PM - 1:20 PM,Open,Lauren Pollino,In-Person,14/15
PTH 102,ME,Pathways 102,JHN-109,W,12:30 PM - 1:20 PM,Closed,Liz Smith,In-Person,15/15
PTH 102,MF,Pathways 102,FUR-230,W,12:30 PM - 1:20 PM,Open,Mahan Ellison,In-Person,14/15
PTH 102,MHH,Pathways 102,HIP-209,W,12:30 PM - 1:20 PM,Closed,Melissa Fair,In-Person,15/15
PTH 102,PD,Pathways 102,FUR-201,W,12:30 PM - 1:20 PM,Open,Magdelyn Hammond Helwig,In-Person,11/15
PTH 102,RR,Pathways 102,PYR-028,M,12:30 PM - 1:20 PM,Open,Paige Dhyne,In-Person,14/15
PTH 102,SC,Pathways 102,HIP-209,M,12:30 PM - 1:20 PM,Closed,Rolyn Rollins,In-Person,15/15
PTH 102,SC1,Pathways 102,PYR-143,M,12:30 PM - 1:20 PM,Closed,Sri Chandrasekaran,In-Person,15/15
PTH 102,SH,Pathways 102,FUR-107,M,12:30 PM - 1:20 PM,Closed,Sarah Cochran,In-Person,15/15
PTH 102,SM,Pathways 102,HIP-107,M,12:30 PM - 1:20 PM,Open,Scott Henderson,In-Person,14/15
PTH 102,SM1,Pathways 102,PAC-116,W,12:30 PM - 1:20 PM,Closed,Scott Murr,In-Person,15/15
PTH 102,ST,Pathways 102,PYR-026,M,12:30 PM - 1:20 PM,Closed,Sheila Montenat,In-Person,15/15
PTH 102,WB,Pathways 102,HIP-204,M,12:30 PM - 1:20 PM,Closed,Sarah Tobin,In-Person,15/15
PTH 103,BH,Pathways 103,LIB-043,W,12:30 PM - 1:20 PM,Closed,Whitney Brown,In-Person,15/15
PTH 202,AC,Pathways 202,FUR-111,T,11:30 AM - 12:20 PM,Open,Brad Harmon,In-Person,6/12
PTH 202,AL,Pathways 202,DMB-104,M,12:30 PM - 1:20 PM,Open,Anastasia Christofakis,In-Person,14/15
PTH 202,BC,Pathways 202,RLY-204,M,12:30 PM - 1:20 PM,Open,Andy Lecture,In-Person,11/15
PTH 202,BC1,Pathways 202,RLY-105,W,12:30 PM - 1:20 PM,Open,Kylie Fisher,In-Person,13/15
PTH 202,BH,Pathways 202,JHN-111I,W,12:30 PM - 1:20 PM,Open,Brooke Culclasure,In-Person,13/15
PTH 202,BS,Pathways 202,FUR-207,M,12:30 PM - 1:20 PM,Open,Brad Harmon,In-Person,12/15
PTH 202,CFW,Pathways 202,LIB-041,M,12:30 PM - 1:20 PM,Open,Brooke Schifano,In-Person,14/15
PTH 202,CK,Pathways 202,FUR-209,M,12:30 PM - 1:20 PM,Closed,Courtney Firman-Watkins,In-Person,15/15
PTH 202,CQ,Pathways 202,FUR-110,W,12:30 PM - 1:20 PM,Open,Cynthia King,In-Person,14/15
PTH 202,DF,Pathways 202,RNK-152,M,12:30 PM - 1:20 PM,Open,Courtney Quinn,In-Person,12/15
PTH 202,DG,Pathways 202,JHN-107,W,12:30 PM - 1:20 PM,Open,David Fleming,In-Person,11/15
PTH 202,EC,Pathways 202,FUR-109,W,12:30 PM - 1:20 PM,Open,David Gandolfo,In-Person,11/15
PTH 202,HLT,Pathways 202,FUR-108,M,12:30 PM - 1:20 PM,Open,Erik Ching,In-Person,12/15
PTH 202,JA,Pathways 202,FUR-127,M,12:30 PM - 1:20 PM,Open,Helen Lee Turner,In-Person,12/15
PTH 202,JB,Pathways 202,TPH-STR,W,12:30 PM - 1:20 PM,Open,Jason Adkins,In-Person,13/15
PTH 202,JB1,Pathways 202,HIP-107,W,12:30 PM - 1:20 PM,Open,Judy Bagley,In-Person,13/15
PTH 202,JBB,Pathways 202,FUR-111,W,12:30 PM - 1:20 PM,Closed,Julie Birello,In-Person,15/15
PTH 202,JC,Pathways 202,JHN-109,M,12:30 PM - 1:20 PM,Open,"Jessica Berkey-Barnes, Libby Young",In-Person,13/15
PTH 202,JJ,Pathways 202,RLY-103,M,12:30 PM - 1:20 PM,Open,Jason Cassidy,In-Person,14/15
PTH 202,JM,Pathways 202,RLY-109E,W,12:30 PM - 1:20 PM,Open,Jason Jones,In-Person,11/15
PTH 202,KBS,Pathways 202,FUR-111,M,12:30 PM - 1:20 PM,Open,Jane McBride,In-Person,13/15
PTH 202,KH,Pathways 202,FUR-109,M,12:30 PM - 1:20 PM,Open,Katlyn Bagley-Sepsey,In-Person,13/15
PTH 202,KK,Pathways 202,FUR-121,M,12:30 PM - 1:20 PM,Open,Kelsey Hample,In-Person,10/15
PTH 202,KM,Pathways 202,JHN-106G,W,12:30 PM - 1:20 PM,Open,Kenneth Kolb,In-Person,14/15
PTH 202,KP,Pathways 202,RLY-105,M,12:30 PM - 1:20 PM,Open,Katie Maxwell,In-Person,14/15
PTH 202,LC,Pathways 202,RLY-102,M,12:30 PM - 1:20 PM,Open,Ken Peterson,In-Person,14/15
PTH 202,MB,Pathways 202,HIP-205,W,12:30 PM - 1:20 PM,Open,Loretta Crowley,In-Person,13/15
PTH 202,MC,Pathways 202,DMB-003,W,12:30 PM - 1:20 PM,Open,Mark Britt,In-Person,11/15
PTH 202,ME,Pathways 202,RNK-152,W,12:30 PM - 1:20 PM,Open,Matthew Cohen,In-Person,12/15
PTH 202,MF,Pathways 202,LIB-041,W,12:30 PM - 1:20 PM,Open,Madeline Eastergard,In-Person,14/15
